question,response,context,examples
List all coaches of KF Skënderbeu Korçë from 2017 to 2020,"eljko eljko (2017, 2018, 2019, 2020)","[""KFF Skënderbeu Korçë Clubname: KFF Skënderbeu Korçë Fullname: Klubi Futbollistik Skënderbeu Korçë Nickname: Ujqërit e Dëborës (The Snow Wolves), Bardhekuqtë (The White and Reds), Juglindorët (The Southeasterners) Official Website: http://www.kfskenderbeu.al Ground: Skënderbeu Stadium Capacity: 5,724 Latd: 40 Latm: 37 Latns: N Longd: 20 Longm: 46 Longew: E Owner: Municipality of Korçë Chrtitle: President Chairman: Ardian Takaj Mgrtitle: Head Coach Manager: Stavrion Lako League: Women's National Championship Season: 2016–17 Position: Women's National Championship, 6th Website: http://www.kfskenderbeu.al Current: 2017–18 KF Skënderbeu Korçë season Stemma Kit Y: 53 Stemma Kit X: 15 Pattern La1: _skenderbeu1718h Pattern B1: _skenderbeu1718h Pattern Ra1: _skenderbeu1718h Pattern Sh1: _skenderbeu1718h Leftarm1: FFFFFF Body1: FF0000 Rightarm1: FFFFFF Shorts1: FF0000 Socks1: FF0000 Pattern La2: _skenderbeu1718a Pattern B2: _skenderbeu1718a Pattern Ra2: _skenderbeu1718a Pattern Sh2: _skenderbeu1516a Leftarm2: FFFFFF Body2: FFFFFF Rightarm2: FFFFFF Shorts2: FFFFFF Socks2: FFFFFF Pattern La3: _skenderbeu1516t Pattern B3: _skenderbeu1516t Pattern Ra3: _skenderbeu1516t Pattern Sh3: _skenderbeu1516t Pattern So3: _skenderbeu1516t Leftarm3: 000000 Body3: FFFFFF Rightarm3: 000000 Shorts3: FFFFFF Socks3: 000000""]","Example:
  Question: List all coaches of KS Kastrioti from 2018 to 2020
  Answer: Elvis Plori (2018); Bledar Devolli (2019, 2020)
Example:
  Question: List all coaches of Kalmar FF, also known as KFF, from 2017 to 2020
  Answer: Nanne Bergstrand (2017, 2018, 2020); Magnus Pehrsson (2018, 2019)
Example:
  Question: List all coaches of FC Khimki from 2018 to 2020
  Answer: Igor Shalimov (2018, 2019); Dmitri Gunko (2020)
Example:
  Question: List all coaches of K.V. Oostende from 2017 to 2020
  Answer: Adnan Čustović (2017, 2018, 2020); Gert Verheyen (2018, 2019); Alexander Blessin (2020); Dennis van Wijk (2020)
Example:
  Question: List all coaches of ŠKF Sereď, also known as Športový Klub Futbalu Sereď, from 2018 to 2020
  Answer: Karel Stromšík (2018, 2019); Peter Lérant (2019, 2020)
Example:
  Question: List all coaches of FC Krasnodar from 2010 to 2020
  Answer: Slavoljub Muslin (2010, 2011, 2012, 2013); Murad Musayev (2018, 2019, 2020); Oleg Fomenko (2018)
Example:
  Question: List all coaches of PFC Kuban Krasnodar from 2018 to 2020
  Answer: Vladimir Gazzayev (2018); Nikolai Pisarev (2018, 2019); Yevgeni Kaleshin (2018); Andriy Yudin (2019); Andrei Gordeyev (2019, 2020)"
"List all coaches of Racing de Santander, also known as Real Racing Club de Santander, S.A.D., from 2018 to 2020","lvaro Bautista (2018, 2019, 2020)",['2022–23 Racing de Santander season Club: Racing de Santander Season: 2022–23 Chrtitle: President Chairman: Alfredo Pérez Fernández Mgrtitle: Head coach Manager: Guillermo Fernández Romo (until 12 December) José Alberto (from 13 December) Stadium: El Sardinero League: Segunda División League Result: 12th Cup1: Copa del Rey Cup1 Result: Second round League Topscorer: Iñigo Vicente (7) Season Topscorer: Iñigo Vicente (7) Prevseason: 2021–22 Nextseason: 2023–24'],"Example:
  Question: List all coaches of SEG Racing Academy, also known as SEG Racing, from 2015 to 2020
  Answer: Michiel Elijzen (2015, 2016, 2017, 2018, 2019, 2020); Neil Martin (2015); Vasílis Anastópoulos (2015, 2016, 2017, 2018, 2019, 2020); Peter Schep (2015)
Example:
  Question: List all coaches of SC Rheindorf Altach from 2017 to 2020
  Answer: Klaus Schmidt (2017, 2018); Alex Pastoor (2019, 2020)
Example:
  Question: List all coaches of En Avant de Guingamp, also known as EA Guingamp, from 2018 to 2020
  Answer: Jocelyn Gourvennec (2018, 2019); Patrice Lair (2019); Sylvain Didot (2019, 2020); Mehmed Baždarević (2020)
Example:
  Question: List all coaches of FC Lausanne-Sport from 2012 to 2020
  Answer: Laurent Roussey (2012, 2013); Giorgio Contini (2018, 2019, 2020)
Example:
  Question: List all coaches of SKN St. Pölten, also known as Sportklub Niederösterreich St. Pölten, from 2010 to 2020
  Answer: Martin Scherb (2010, 2011, 2012, 2013); Karl Daxbacher (2015, 2016); Marcel Ketelaer (2018); Dietmar Kühbauer (2018); Robert Ibertsberger (2020)
Example:
  Question: List all coaches of Clube Desportivo das Aves, also known as Desportivo das Aves, from 2011 to 2020
  Answer: Paulo Fonseca (2011, 2012); Nuno Manta Santos (2019, 2020); Augusto Inácio (2019)
Example:
  Question: List all coaches of Rio Ave F.C. from 2018 to 2020
  Answer: José Manuel Gomes (2018); Carlos Carvalhal (2019, 2020)"
"List all coaches of Brescia Calcio, also known as Brescia Calcio s.p.a, from 2013 to 2020","Maurizio Sforza (2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)",['2005–06 Brescia Calcio season Club: Brescia Calcio Season: 2005–06 Chrtitle: President Chairman: Luigi Corioni Mgrtitle: Head coach Manager: Rolando Maran Zdeněk Zeman Stadium: Stadio Mario Rigamonti League: Serie B League Result: 10th Cup1: Coppa Italia Cup1 Result: Round of 16 Prevseason: 2004–05 Nextseason: 2006–07'],"Example:
  Question: List all coaches of A.C. Perugia Calcio, also known as Associazione Calcistica Perugia Calcio, from 2018 to 2020
  Answer: Alessandro Nesta (2018, 2019); Massimo Oddo (2019, 2020); Fabio Caserta (2020)
Example:
  Question: List all coaches of Calcio Padova from 2013 to 2017
  Answer: Fulvio Pea (2013); Oscar Brevi (2016, 2017)
Example:
  Question: List all coaches of Cagliari Calcio, also known as Cagliari, from 2010 to 2020
  Answer: Massimiliano Allegri (2010); Zdeněk Zeman (2014, 2015); Gianfranco Zola (2014, 2015); Rolando Maran (2018, 2019, 2020); Walter Zenga (2020); Eusebio Di Francesco (2020)
Example:
  Question: List all coaches of U.S. Sassuolo Calcio, also known as Sassuolo Calcio, from 2010 to 2020
  Answer: Stefano Pioli (2010); Eusebio Di Francesco (2012, 2013, 2014, 2015, 2016, 2017); Roberto De Zerbi (2018, 2019, 2020)
Example:
  Question: List all coaches of FC Dunărea Călărași from 2013 to 2020
  Answer: Adrian Mihalcea (2013, 2014, 2015, 2016, 2017); Dan Alexa (2017, 2018, 2019); Cristian Pustai (2019, 2020)
Example:
  Question: List all coaches of Frosinone Calcio, also known as Frosinone Football Club, from 2017 to 2020
  Answer: Moreno Longo (2017, 2018); Marco Baroni (2018, 2019); Alessandro Nesta (2019, 2020)
Example:
  Question: List all coaches of AC Milan, also known as Associazione Calcio Milan, from 2010 to 2020
  Answer: Massimiliano Allegri (2010, 2011, 2012, 2013, 2014); Leonardo Araújo (2010); Clarence Seedorf (2014); Filippo Inzaghi (2014, 2015); Siniša Mihajlović (2015, 2016); Vincenzo Montella (2016, 2017); Gennaro Gattuso (2017, 2018, 2019); Stefano Pioli (2019, 2020); Marco Giampaolo (2019)"
"List all positions Teodor Meleșcanu, also known as Teodor Viorel Meleşcanu, held from 2012 to 2020.","Deputy Prime Minister of Romania (2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)","['Teodor Meleșcanu Name: Teodor Meleșcanu Image: Teodor Meleșcanu in 2017.jpg Office: President of the Senate of Romania Term Start: 10 September 2019 Term End: 3 February 2020 Predecessor: Călin Popescu-Tăriceanu Successor: Titus Corlățean (Acting) Office2: Minister of Foreign Affairs Primeminister2: Sorin Grindeanu Mihai Tudose Mihai Fifor (Acting) Viorica Dăncilă Term Start2: 4 January 2017 Term End2: 15 July 2019 Predecessor2: Lazăr Comănescu Successor2: Ramona Mănescu Primeminister3: Victor Ponta Term Start3: 10 November 2014 Term End3: 24 November 2014 Predecessor3: Titus Corlățean Successor3: Bogdan Aurescu Primeminister4: Nicolae Văcăroiu Term Start4: 19 November 1992 Term End4: 11 December 1996 Predecessor4: Adrian Năstase Successor4: Adrian Severin Office5: Director of the Foreign Intelligence Service Term Start5: 28 February 2012 Term End5: 22 September 2014 Predecessor5: Mihai Răzvan Ungureanu Successor5: Silviu Predoiu (Acting) Office6: Minister of Justice Acting Primeminister6: Călin Popescu-Tăriceanu Term Start6: 15 January 2008 Term End6: 29 February 2008 Predecessor6: Tudor Chiuariu Successor6: Cătălin Predoiu Office7: Minister of Defence Primeminister7: Călin Popescu-Tăriceanu Term Start7: 5 April 2007 Term End7: 22 December 2008 Predecessor7: Sorin Frunzăverde Successor7: Mihai Stănișoară Birth Name: Teodor Viorel Meleșcanu Birth Date: March 10, 1941 Birth Place: Brad, Hunedoara County, Kingdom of Romania Party: Party of Social Democracy in Romania (Before 1997) Alliance for Romania (1997–2001) National Liberal Party (2001–2012) Independent (2012–2016) Alliance of Liberals and Democrats (2016–2019) Independent (2019–2020) Humanist Power Party (2020–present) Spouse: Felicia Meleșcanu Children: 1 daughter Education: University of Bucharest University of Geneva Graduate Institute of International and Development Studies Caption: Meleșcanu in 2017']","Example:
  Question: List all positions Vuk Jeremić, also known as Vuk Jeremic, held from 2010 to 2013.
  Answer: Minister of Foreign Affairs (2010, 2011, 2012); President of the United Nations General Assembly (2012, 2013)
Example:
  Question: List all positions Aleksandar Vučić, also known as Aleksandar Vucic, held from 2012 to 2020.
  Answer: Deputy Prime Minister of Serbia (2012, 2013, 2014); Minister of Defense (2012, 2013); Prime Minister of Serbia (2014, 2015, 2016, 2017); President of Serbia (2017, 2018, 2019, 2020)
Example:
  Question: List all positions Thein Sein held from 2010 to 2016.
  Answer: Prime Minister of Myanmar (2010, 2011); President of Myanmar (2011, 2012, 2013, 2014, 2015, 2016)
Example:
  Question: List all positions Traian Băsescu held from 2010 to 2020.
  Answer: President of Romania (2010, 2011, 2012, 2013, 2014); member of the European Parliament (2019, 2020)
Example:
  Question: List all positions Mark T. Esper, also known as Mark Esper, held from 2017 to 2020.
  Answer: United States Secretary of the Army (2017, 2018, 2019, 2020); United States Secretary of Defense (2019, 2020)
Example:
  Question: List all positions Jean-Michel Leniaud held from 2011 to 2020.
  Answer: director (2011, 2012, 2013, 2014, 2015, 2016); president (2017, 2018, 2019, 2020)
Example:
  Question: List all positions Sylvi Listhaug held from 2013 to 2020.
  Answer: Minister of Agriculture and Food (Norway) (2013, 2014, 2015); Minister of Justice and Public Security (2018); Minister of Energy (2019, 2020)"
"List all positions Salvador Sánchez Cerén, also known as Salvador Sanchez Ceren, held from 2010 to 2019.","Deputy (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)","['Salvador Cordero Name: Salvador Cordero Fullname: Salvador Cordero Birth Date: March 11, 1996 Birth Place: Chile Position: Defender Currentclub: Deportes Antofagasta Clubnumber: 14 Years1: 2016– Clubs1: Deportes Antofagasta Caps1: 49 Goals1: 1 Club-Update: 14 December 2020']","Example:
  Question: List all positions Jordi Sànchez i Picanyol, also known as Jordi Sànchez, held from 2010 to 2020.
  Answer: director (2010); chairperson (2019, 2020)
Example:
  Question: List all positions Javier Faus held from 2010 to 2020.
  Answer: vice president (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018); chief executive officer (2010, 2011, 2012, 2013, 2014); treasurer (2011, 2012, 2013); chairperson (2019, 2020)
Example:
  Question: List all positions Édouard Guillaud held from 2010 to 2014.
  Answer: Chief of the Military Staff of the President of the Republic (2010); Chief of Staff of the Armed Forces (2010, 2011, 2012, 2013, 2014)
Example:
  Question: List all positions Enrique Peña Nieto held from 2010 to 2018.
  Answer: Governor of the State of Mexico (2010, 2011); President of Mexico (2012, 2013, 2014, 2015, 2016, 2017, 2018)
Example:
  Question: List all positions Diego Borja, also known as Diego Borja Cornejo, held from 2010 to 2011.
  Answer: chairperson (2010, 2011); minister (2010)
Example:
  Question: List all positions Lai Ching-te, also known as William Ching-te Lai, held from 2010 to 2020.
  Answer: Mayor of Tainan (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017); Premier of the Republic of China (2017, 2018, 2019); Vice President of the Republic of China (2020)
Example:
  Question: List all positions Gerhard Ludwig Müller, also known as Gerhard Ludwig Cardinal Müller, held from 2010 to 2020.
  Answer: diocesan bishop (2010, 2011, 2012); cardinal (2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams William Gallas, also known as William Eric Gallas, played for from 2010 to 2014.","Aston Villa F.C. (2010, 2011, 2012, 2013, 2014); Aston Villa F.C. (2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)","['William Gallas Name: William Gallas Image: William Gallas 2018 (2).jpg Caption: Gallas in 2018 Fullname: William Eric Gallas Birth Date: August 17, 1977 Birth Place: Asnières-sur-Seine, France Height: 1.81 m Position: Defender Youthyears1: 1987–1992 Youthclubs1: AVG Football Youthyears2: 1992–1993 Youthclubs2: RCF Paris Youthyears3: 1992–1994 Youthclubs3: INF Clairefontaine Youthyears4: 1994–1995 Youthclubs4: Caen Years1: 1995–1997 Clubs1: Caen Caps1: 34 Goals1: 0 Years2: 1997–2001 Clubs2: Marseille Caps2: 85 Goals2: 2 Years3: 2001–2006 Clubs3: Chelsea Caps3: 159 Goals3: 12 Years4: 2006–2010 Clubs4: Arsenal Caps4: 101 Goals4: 12 Years5: 2010–2013 Clubs5: Tottenham Hotspur Caps5: 61 Goals5: 1 Years6: 2013–2014 Clubs6: Perth Glory Caps6: 15 Goals6: 1 Totalcaps: 455 Totalgoals: 28 Nationalyears1: 1997 Nationalteam1: France U20 Nationalcaps1: 3 Nationalgoals1: 0 Nationalyears2: 1997–1998 Nationalteam2: France U21 Nationalcaps2: 11 Nationalgoals2: 0 Nationalyears3: 2002–2010 Nationalteam3: France Nationalcaps3: 84 Nationalgoals3: 5']","Example:
  Question: List all sports teams Tyler Ulis played for from 2014 to 2019.
  Answer: Kentucky Wildcats men's basketball (2014, 2015, 2016); Phoenix Suns (2016, 2017, 2018); Chicago Bulls (2018); Golden State Warriors (2018); Sacramento Kings (2019)
Example:
  Question: List all sports teams Robert Pires, also known as Robert Emmanuel Pires, played for from 2010 to 2016.
  Answer: Aston Villa F.C. (2010, 2011); Villarreal CF (2010); FC Goa (2014, 2015, 2016)
Example:
  Question: List all sports teams Frank Lampard, also known as Frank James Lampard, played for from 2010 to 2016.
  Answer: England national association football team (2010, 2011, 2012, 2013, 2014); Chelsea F.C. (2010, 2011, 2012, 2013, 2014); Manchester City F.C. (2014, 2015); New York City FC (2015, 2016)
Example:
  Question: List all sports teams Andrew Bogut, also known as Andrew Michael Bogut, played for from 2010 to 2017.
  Answer: Milwaukee Bucks (2010, 2011, 2012); Golden State Warriors (2012, 2013, 2014, 2015, 2016); Dallas Mavericks (2016, 2017); Cleveland Cavaliers (2017)
Example:
  Question: List all sports teams Adam Chicksen, also known as Adam Thomas Chicksen, played for from 2010 to 2020.
  Answer: Milton Keynes Dons F.C. (2010, 2011, 2012, 2013); Leyton Orient F.C. (2012, 2015); Brighton & Hove Albion F.C. (2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Gillingham F.C. (2014, 2016); Fleetwood Town F.C. (2015)
Example:
  Question: List all sports teams Harry Arter, also known as Harry Nicholas Arter, played for from 2010 to 2020.
  Answer: Woking F.C. (2010); AFC Bournemouth (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Carlisle United F.C. (2011); Republic of Ireland national association football team (2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all sports teams Lee Boylan, also known as Lee Martin Boylan, played for from 2010 to 2014.
  Answer: Stevenage F.C. (2010, 2011); Chelmsford City F.C. (2011); Thurrock F.C. (2011, 2012); A.F.C. Sudbury (2012, 2013); Maldon & Tiptree football club (2013, 2014)"
"List all positions Campbell Newman, also known as Campbell Kevin Thomas Newman, held from 2010 to 2015.","United States Representative (2010, 2011, 2012, 2013, 2014, 2015); United States Senator (2015, 2016, 2017, 2018, 2019, 2020)","['Campbell Newman Name: Campbell Newman Honorific-Prefix: Major The Honourable Image: Campbell Newman being interviewed (cropped).jpg Caption: Newman 2012 Deputy2: Jeff Seeney Office2: Leader of the Liberal National Party Predecessor2: John-Paul Langbroek Party: Liberal Democrats (2021–present) Otherparty: Liberal Party (2004–2008) Liberal National Party of Queensland (2008–2021) Deputy1: Jeff Seeney Monarch1: Elizabeth II Governor1: Penelope Wensley Paul de Jersey Office1: 38th Premier of Queensland Elections: 2012, 2015 Predecessor1: Anna Bligh Successor1: Annastacia Palaszczuk Successor2: Lawrence Springborg Birth Name: Campbell Kevin Thomas Newman Birth Date: August 12, 1963 Birth Place: Canberra, A.C.T., Australia Nationality: Australian Spouse: Lisa Newman (née Monsour) Relations: Kevin Newman (father) Jocelyn Newman (mother) Children: Rebecca Sarah Alma Mater: Royal Military College, Duntroon University of New South Wales University of Queensland Launceston Church Grammar School Profession: Civil engineer Nickname: Noddy Branch: Australian Army Serviceyears: 1981–1993 Rank: Major Unit: Royal Australian Engineers Awards: Australian Defence Medal Term Start1: 26 March 2012 Term End1: 14 February 2015 Term Start2: 2 April 2011 Term End2: 7 February 2015 Constituency Mp3: Ashgrove Parliament3: Queensland Term Start3: 24 March 2012 Predecessor3: Kate Jones Successor3: Kate Jones Term End3: 31 January 2015 Office4: 15th Lord Mayor of Brisbane Elections: 2004, 2008 Term Start4: 27 March 2004 Term End4: 3 April 2011 Deputy4: David Hinchliffe (2004–2008) Graham Quirk (2008–2011) Predecessor4: Tim Quinn Successor4: Graham Quirk']","Example:
  Question: List all positions Timothy Griffin, also known as John Timothy Griffin, held from 2011 to 2020.
  Answer: United States representative (2011, 2012, 2013, 2014, 2015); Lieutenant Governor of Arkansas (2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all positions Luke 'Ming' Flanagan, also known as Luke Ming Flanagan, held from 2011 to 2020.
  Answer: Teachta Dála (2011, 2012, 2013, 2014); member of the European Parliament (2014, 2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all positions Ivan Lewis held from 2010 to 2015.
  Answer: Minister of State for Foreign Affairs (2010); Shadow Secretary of State for Culture, Media and Sport (2010, 2011); Shadow Secretary of State for International Development (2011, 2012, 2013); Shadow Secretary of State for Northern Ireland (2013, 2014, 2015)
Example:
  Question: List all positions Tim Scott, also known as Timothy Eugene Scott, held from 2011 to 2020.
  Answer: United States representative (2011, 2012, 2013); United States senator (2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all positions John Baird, also known as John Russell Baird, held from 2010 to 2015.
  Answer: Minister of the Environment (2010, 2011); Leader of the Government in the House of Commons (2010, 2011); Minister of Transport (2010); Minister of Foreign Affairs of Canada (2011, 2012, 2013, 2014, 2015)
Example:
  Question: List all positions Cory Gardner, also known as Cory Scott Gardner, held from 2011 to 2020.
  Answer: United States representative (2011, 2012, 2013, 2014, 2015); United States senator (2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all positions Timothy M. Keller held from 2015 to 2020.
  Answer: New Mexico State Auditor (2015, 2016, 2017); Mayor of Albuquerque, New Mexico (2017, 2018, 2019, 2020)"
"List all political parties Janusz Korwin-Mikke, also known as Janusz Ryszard Korwin-Mikke, was a member of from 2011 to 2020.","ód (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)","['Janusz Korwin-Mikke Name: Janusz Korwin-Mikke Office: Chairman of New Hope Term Start: 22 January 2015 Term End: 15 October 2022 Predecessor: Position established Successor: Sławomir Mentzen Office1: Member of the Sejm Term Start1: 12 November 2019 Term End1: 12 November 2023 Constituency1: Warsaw I Term Start2: 25 November 1991 Term End2: 31 May 1993 Constituency2: Poznań 18 Office3: Member of the European Parliament Constituency3: Katowice Term Start3: 1 July 2014 Term End3: 1 March 2018 Image: Janusz Korwin-Mikke Sejm 2016.JPG Caption: Korwin-Mikke in 2016 Signature: Janusz Korwin-Mikke Signature.svg Party: New Hope (Poland)  Confederation Birth Name: Janusz Ryszard Korwin-Mikke Birth Date: October 27, 1942 Birth Place: Warsaw, General Governorate, German Reich (German-occupied Poland) Otherparty: SD (1962–1982)  Real Politics Union (1987–2009)  WiP (2009–2011)  KNP (2011–2015) Spouse: Ewa Mieczkowska (m. 1966-1973)  Małgorzata Szmit (m. 1993)  Dominika Sibiga (m. 2016) Children: 8 Alma Mater: University of Warsaw (MPhil)']","Example:
  Question: List all political parties Mikael Jansson, also known as Lars-Olof Mikael Jansson, was a member of from 2010 to 2020.
  Answer: Sweden Democrats (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018); Alternative for Sweden (2018, 2019, 2020)
Example:
  Question: List all political parties Joram van Klaveren, also known as Joram Jaron van Klaveren, was a member of from 2010 to 2020.
  Answer: Party for Freedom (2010, 2011, 2012, 2013, 2014); VoorNederland (2014, 2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all political parties Koray Aydın was a member of from 2010 to 2020.
  Answer: Nationalist Movement Party (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017); İYİ Party (2017, 2018, 2019, 2020)
Example:
  Question: List all political parties Zoran Stojković was a member of from 2010 to 2020.
  Answer: New Democratic Party of Serbia (2010, 2011, 2012, 2013, 2014); independent politician (2014, 2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all political parties Joaquim Roriz, also known as Joaquim Domingos Roriz, was a member of from 2010 to 2018.
  Answer: Social Christian Party (2010, 2011, 2012, 2013); Brazilian Labour Renewal Party (2013, 2014, 2015, 2016, 2017, 2018)
Example:
  Question: List all political parties Achmad Dimyati Natakusumah, also known as R. Achmad Dimyati Natakusumah, was a member of from 2010 to 2020.
  Answer: United Development Party (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017); Prosperous Justice Party (2017, 2018, 2019, 2020)
Example:
  Question: List all political parties Sonja Jógvansdóttir was a member of from 2010 to 2020.
  Answer: Social Democratic Party of the Faroe Islands (2010, 2011, 2012, 2013, 2014, 2015); independent politician (2015, 2016, 2017, 2018, 2019); Republic (2019, 2020)"
"List all positions Caroline Spelman, also known as Caroline Alice Spelman, held from 2010 to 2020.","Caroline Spelman (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)","['Erica Mitchell Position: Defense Sex: f Ntl Team: USA Birth Date: July 15, 1987 Birth Place: Chicago, IL, USA Career Start: 2007']","Example:
  Question: List all positions Kathy Hochul, also known as Kathleen Hochul, held from 2011 to 2020.
  Answer: United States representative (2011, 2012, 2013); Lieutenant Governor of New York (2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all positions Andrea Leadsom, also known as Andrea Jacqueline Leadsom, held from 2014 to 2020.
  Answer: Economic Secretary to the Treasury (2014, 2015); Secretary of State for Environment, Food and Rural Affairs (2016, 2017); Leader of the House of Commons (2017, 2018, 2019, 2020)
Example:
  Question: List all positions Mary Creagh, also known as Mary Helen Creagh, held from 2010 to 2015.
  Answer: Shadow Secretary of State for Environment, Food and Rural Affairs (2010, 2011, 2012, 2013); Shadow Secretary of State for Transport (2013, 2014); Shadow Secretary of State for International Development (2014, 2015)
Example:
  Question: List all positions Jackie Trad, also known as Jacklyn Anne Trad, held from 2015 to 2020.
  Answer: Deputy Premier of Queensland (2015, 2016, 2017, 2018, 2019, 2020); Treasurer of Queensland (2017, 2018, 2019, 2020)
Example:
  Question: List all positions Mikie Sherrill, also known as Rebecca M. Sherrill, held from 2012 to 2020.
  Answer: United States Attorney for the District of New Jersey (2012, 2013, 2014, 2015, 2016); United States representative (2019, 2020)
Example:
  Question: List all positions Rachel Notley, also known as Rachel Anne Notley, held from 2015 to 2020.
  Answer: Premier of Alberta (2015, 2016, 2017, 2018, 2019); Leader of the Opposition of Alberta (2019, 2020)
Example:
  Question: List all positions Timothy M. Keller held from 2015 to 2020.
  Answer: New Mexico State Auditor (2015, 2016, 2017); Mayor of Albuquerque, New Mexico (2017, 2018, 2019, 2020)"
"List all sports teams Dwyane Wade, also known as Dwyane Tyrone Wade, Jr., played for from 2010 to 2020.","NBA (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)","['Dwyane Wade Name: Dwyane Wade Image: Dwyane Wade 2012.jpg Caption: Wade in 2012 Team: Utah Jazz Position: Co-owner League: NBA Birth Date: January 17, 1982 Birth Place: Chicago, Illinois, U.S. Height Ft: 6 Height In: 4 Weight Lb: 220 High School: Harold L. Richards (Oak Lawn, Illinois) College: Marquette (2000–2003) Draft Year: 2003 Draft Round: 1 Draft Pick: 5 Draft Team: Miami Heat Career Start: 2003 Career End: 2019 Career Position: Shooting guard Career Number: 3, 9 Years1: – Team1: Miami Heat Team2: Chicago Bulls Team3: Cleveland Cavaliers Years4: – Team4: Miami Heat Highlights: * 3× NBA champion  * NBA Finals MVP  * 13× NBA All-Star (–, ) * NBA All-Star Game MVP  * 2× All-NBA First Team  * 3× All-NBA Second Team  * 3× All-NBA Third Team  * 3× NBA All-Defensive Second Team  * NBA scoring champion  * NBA All-Rookie First Team  * NBA 75th Anniversary Team * No. 3 retired by Miami Heat * Consensus first-team All-American (2003) * Third-team All-American – SN (2002) * Conference USA Player of the Year (2003) * 2× First-team All-Conference USA (2002, 2003) * No. 3 retired by Marquette Golden Eagles Bbr: wadedw01 Stat1Label: Points Stat1Value: 23,165 (22.0 ppg) Stat2Label: Rebounds Stat2Value: 4,933 (4.7 rpg) Stat3Label: Assists Stat3Value: 5,701 (5.4 apg) Hof Player: dwyane-wade']","Example:
  Question: List all sports teams LeBron James, also known as LeBron Raymone James Sr., played for from 2010 to 2020.
  Answer: Cleveland Cavaliers (2010, 2014, 2015, 2016, 2017, 2018); Miami Heat (2010, 2011, 2012, 2013, 2014); Los Angeles Lakers (2018, 2019, 2020)
Example:
  Question: List all sports teams Tracy McGrady, also known as Tracy Lamar McGrady Jr, played for from 2010 to 2013.
  Answer: Detroit Pistons (2010, 2011); Atlanta Hawks (2011, 2012); San Antonio Spurs (2013)
Example:
  Question: List all sports teams James Harden, also known as James Edward Harden, Jr., played for from 2010 to 2020.
  Answer: Oklahoma City Thunder (2010, 2011, 2012); Houston Rockets (2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all sports teams Andre Drummond, also known as Andre Jamal Drummond, played for from 2011 to 2020.
  Answer: UConn Huskies men's basketball (2011, 2012); Detroit Pistons (2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Cleveland Cavaliers (2020)
Example:
  Question: List all sports teams Edin Džeko, also known as Edin Dzeko, played for from 2010 to 2015.
  Answer: VfL Wolfsburg (2010, 2011); Manchester City F.C. (2011, 2012, 2013, 2014, 2015)
Example:
  Question: List all sports teams Shaquille O'Neal, also known as Shaq O'Neal, played for from 2010 to 2011.
  Answer: Boston Celtics (2010, 2011); Cleveland Cavaliers (2010)
Example:
  Question: List all sports teams Devin Booker, also known as Devin Armani Booker, played for from 2014 to 2020.
  Answer: Kentucky Wildcats men's basketball (2014, 2015); Phoenix Suns (2015, 2016, 2017, 2018, 2019, 2020)"
