question,response
"List all positions Stephen Cottrell, also known as Stephen Geoffrey Cottrell SCP, held from 2010 to 2020.","Stephen Cottrell (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all employers Danielle Outlaw worked for from 2010 to 2020.,"Danielle Outlaw (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all coaches of AZ Alkmaar, also known as Alkmaar Zaanstreek, from 2014 to 2020","AZ Alkmaar (2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Steve Jones, also known as Stephen Graham Jones, played for from 2010 to 2020.","United States national football team (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); United States national football team (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Ted Ginn, Jr., also known as Theodore Ginn, Jr., played for from 2010 to 2020.","The New York Giants (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); New York Giants (2016, 2017, 2018, 2019, 2020)"
List all employers Ray Laurence worked for from 2010 to 2020.,"Associated Press (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Associated Press (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all employers Walter Shaub, also known as Walter M. Shaub, Jr., worked for from 2010 to 2020.","Walter Shaub (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams DeMarco Murray, also known as Marco Murray, played for from 2010 to 2017.","DeMarco Murray (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Hilda Solis, also known as Hilda Lucia Solis, held from 2010 to 2013.","Deputy Prime Minister of the Republic of Ireland 2010 (2010, 2011, 2012, 2013, 2014); Minister of State for Foreign Affairs 2010 (2011, 2012, 2013, 2014); Minister of State for Foreign Affairs and International Trade 2010 (2011, 2012, 2013, 2014); Minister of State for Foreign Affairs and International Trade 2010 (2015, 2016, 2017, 2018, 2019, 2020)"
List all chairpersons of Union for a Popular Movement from 2012 to 2015,"Jeremy Corbyn (2012, 2013, 2014, 2015); Jeremy Slater (2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all coaches of Olympiacos F.C., also known as Olympiacos Piraeus, from 2010 to 2020","Yuris Papandreou (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all coaches of Swansea City A.F.C., also known as Swansea City Association Football Club, from 2016 to 2020","Jeremy Davies (2016, 2017, 2018, 2019, 2020); Jeremy Davies (2020)"
List all heads of the government of Agglomeration community of Le Havre from 2010 to 2017 ,"François-Louis de Laval (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all educational institutions Lee Hyun-joo, also known as Lee Hyunjoo, attended from 2014 to 2020.","University of South Korea (2014, 2015, 2016, 2017, 2018, 2019, 2020); University of South Korea (2020)"
"List all coaches of Hellas Verona F.C., also known as Hellas Verona Football Club, from 2018 to 2020","Mauricio Pellegrini (2018, 2019, 2020); Mauricio Pellegrini (2019, 2020)"
List all employers Julie Bentley worked for from 2012 to 2020.,"Julie Bentley (2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Shawn McKnight, also known as William McKnight, held from 2017 to 2020.","Shawn McKnight (2017, 2018, 2019, 2020); Shawn McKnight (2019, 2020); Shawn McKnight (2019, 2020)"
List all educational institutions Louise Coldefy attended from 2010 to 2020.,"University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California,"
"List all positions Don Young, also known as Donald Edwin ""Don"" Young, held from 2010 to 2020.","Don Young (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all chairpersons of Deutsche Physikalische Gesellschaft, also known as German Physical Society, from 2010 to 2020","Physicists of the German Physical Society 2010 2010 2010 2011 2011 2012 2012 2013 2014 2014 2015 2015 2016, 2017, 2018, 2019, 2020"
"Li, also known as the i paper,st all enti, also known as the i paper,ti, also known as the i paper,es that owned i, also known as the i paper, from 2016 to 2020.","i, also known as the i paper, 2016; i, also known as the i paper, 2020; i, also known as the i paper, 2016; i, also known as the i paper, 2017, 2018, 2019, 2020"
List all political parties Assita Kanko was a member of from 2010 to 2020.," (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020);  (2020)"
"List all positions John F. Kelly, also known as John Francis Kelly, held from 2017 to 2019.","John F. Kelly (2017, 2018, 2019, 2020); John F. Kelly (2019); John F. Kelly (2019); John F. Kelly (2019)"
"List all sports teams Luke Freeman, also known as Luke Anthony Freeman, played for from 2010 to 2020.","United States national football team (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); United States national football team (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all political parties Romeu Zema, also known as Romeu Zema Neto, was a member of from 2010 to 2020.","Democrat Party (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Democratic Party (2020)"
List all entities that owned Viasat from 2010 to 2020.,"Viasat (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Viasat (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Marie L. Yovanovitch, also known as Marie Yovanovitch, held from 2010 to 2019.","Deputy Secretary of State for Energy and Mineral Resources (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Secretary of State for Energy and Mineral Resources (2020)"
"List all heads of the government of Odesa, also known as Odessa, from 2010 to 2020 ","lvaro Msic (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); lvaro Msic (2015, 2016, 2017, 2018, 2019, 2020)"
List all employers Rachel Aldred worked for from 2010 to 2020.,"Rachel Aldred (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Edvald Boasson-Hagen, also known as Edvald Boasson Hagen, played for from 2010 to 2020.","rnelsen (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); rnelsen (2016, 2017, 2018, 2019, 2020)"
"List all political parties Núria de Gispert, also known as Nuria de Gispert, was a member of from 2010 to 2020.","Democrat Party (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Democratic Party (2020)"
"List all coaches of Debreceni VSC, also known as DVSC, from 2011 to 2020","DVSC (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all positions Jan O'Sullivan held from 2010 to 2020.,"Jan O'Sullivan (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all political parties Sandra Jansen was a member of from 2010 to 2020.,"Democratic Party (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Democratic Party (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Edward Garnier, also known as Sir Edward Henry Garnier, held from 2010 to 2012.","Deputy Prime Minister (2010, 2011, 2012); Minister of State for Finance (2011, 2012); Minister of State for Finance (2012, 2013, 2014); Minister of State for Finance (2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all sports teams Ross McCormack played for from 2010 to 2020.,"United States national football team (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); United States national football team (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all entities that owned South China Morning Post, also known as SCMP, from 2010 to 2020.","South China Morning Post (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); South China Morning Post (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Kevin Phillips, also known as Kevin Mark Phillips, played for from 2010 to 2014.","United States national football team (2010, 2011, 2012, 2013, 2014); United States national football team (2010, 2011, 2012, 2013, 2014); United States national football team (2012, 2013, 2014); United States national football team (2013, 2014); United States national football team (2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Bob Filner, also known as Robert Earl ""Bob"" Filner, held from 2010 to 2013.","Deputy Secretary of State for the Interior 2010–2013; Assistant Secretary of State for the Environment 2010–2013; Assistant Secretary of State for the Environment 2010–2011; Assistant Secretary of State for the Environment 2010–2011; Assistant Secretary of State for Environment 2010, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2001, 2016, 2017, 2018, 2020, 2020, 2001, 2002, 2016, 2017, 2018, 2019"
List all educational institutions Filip Petrušev attended from 2016 to 2020.,"University of Tartu (2016, 2017, 2018, 2019, 2020); University of Tartu (2020)"
List all positions Alexander De Croo held from 2014 to 2020.,"Alexander De Croo (2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all coaches of FC Nitra from 2011 to 2020,"ivan ivan (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all political parties Alison Anderson, also known as Alison Nampitjinpa Anderson, was a member of from 2011 to 2014.","Democrat (2011, 2012, 2013, 2014); Republican (2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all heads of the government of Rhineland-Palatinate, also known as Rheinland-Pfalz, from 2010 to 2020 ","Chancellor of the State of Rhineland-Palatinate (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all employers Cathy L. Lanier, also known as Cathy L Lanier, worked for from 2010 to 2020.","Cathy L. Lanier (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all political parties Teodor Meleșcanu, also known as Teodor Viorel Meleşcanu, was a member of from 2010 to 2019.","Partidul Partidului Popular (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Javier Hernández, also known as Javier Hernández Balcázar, played for from 2010 to 2020.","ltimo Olimpiado 2010 (2010, 2011); ltimo Olimpiado 2010 (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Steve Smith, also known as Steven Peter Devereux Smith, played for from 2010 to 2020.","United States national football team (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); United States national football team (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all entities that owned 50Hertz Transmission, also known as 50Hertz Transmission GmbH, from 2010 to 2020.","50Hertz Transmission (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); 50Hertz Transmission (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all employers Andreas Küttel, also known as Andreas Kuttel, worked for from 2010 to 2020."," (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020);  (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Hirving Lozano, also known as Hirving Lozano Bahena, played for from 2014 to 2020.","ivota (2014, 2015, 2016, 2017, 2018, 2019, 2020); ivota (2019, 2020); ivota (2019, 2020)"
"List all positions Graham Watson, also known as Sir Graham Robert Watson, held from 2010 to 2015.","Deputy Prime Minister (2010, 2011, 2012, 2013, 2014, 2015); Minister for Foreign Affairs (2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all heads of the government of Georgia, also known as Republic of Georgia, from 2012 to 2020 ","President of Georgia (2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); President of Georgia (2020)"
"List all coaches of FC Erzgebirge Aue, also known as Wismut Aue, from 2010 to 2020",iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii
List all political parties Lucía Sosa was a member of from 2010 to 2020.,"Luca Sosa (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Edgar Davids, also known as Edgar Steven Davids, played for from 2010 to 2014."," (2010, 2011, 2012, 2013, 2014);  (2012, 2013, 2014);  (2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all sports teams Petr Čech played for from 2010 to 2019.,"Petr ech (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all chairpersons of Ministry of Science and ICT, also known as MSIT, from 2017 to 2020",                                                                                                                               
List all employers Caroline Uhler worked for from 2011 to 2020.,"Caroline Uhler (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all coaches of KS Kamza, also known as FC Kamza, from 2018 to 2020","KS Kamza (2018, 2019, 2020)"
"List all employers Wishnutama, also known as Wishnutama Kusubandio, worked for from 2010 to 2020."," (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020);  (2020)"
"List all employers Kevin Anderson, also known as Kevin Bruce Anderson, worked for from 2010 to 2018.","Kevin Anderson (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all entities that owned Houston Rockets, also known as San Diego Rockets, from 2010 to 2020.","Houston Rockets (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); San Diego Chargers (2016, 2017, 2018, 2019, 2020); Houston Astros (2016, 2017, 2018, 2019, 2020)"
"List all positions Robert Mugabe, also known as Robert Gabriel Mugabe, held from 2010 to 2017.","President of the Republic of Zimbabwe 2010 2010-2011; President of the Republic of Zimbabwe 2010-2011; President of the Republic of Zimbabwe (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all coaches of Stade de Reims, also known as Stade Reims, from 2015 to 2020","Thierry Henry (2015, 2016, 2017, 2018, 2019, 2020); Thierry Henry (2020)"
"List all sports teams Chris Birchall, also known as Christopher Birchall, played for from 2010 to 2020.","United States national football team (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); United States national football team (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Theresa Villiers, also known as Theresa Anne Villiers, held from 2010 to 2016.","Deputy Prime Minister of the Republic of Ireland 2010 2010 2011 2012 2012 2013 2014 2014 2015 2015 2016, 2017, 2018, 2019, 2020, 2020, 2016, 2017, 2018, 2019, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2001, 2016, 2016, 2017, 2018, 2019"
"List all employers Gregory Fu, also known as Greg Fu, worked for from 2010 to 2020.","Associated Press (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Associated Press (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all positions Noel Dempsey held from 2010 to 2011.,"Deputy Secretary of State for the Interior 2010-2011; Assistant Secretary of State for the Environment 2010-2011; Assistant Secretary of State for the Environment 2010-2011; Assistant Secretary of State for Environment 2010, 2011; Assistant Secretary of State for Energy and Climate Change 2010-2011; Assistant Secretary of State for Energy and Climate Change, 2010-2011; Assistant Secretary of State for Energy and Climate Change, 2012; Assistant Secretary of State for Energy and Climate Change, 2015; Assistant Secretary of State for Energy and Climate Change, 2015; Assistant Secretary of State for Energy and Climate Change, 2015; Assistant Secretary of State for Energy and Climate Change, 2015; Assistant Secretary of State for Energy and Climate Change, 2015; Assistant Secretary of State for Energy and Climate Change, 2015; Assistant Secretary of State for Energy and Climate Change, 2015; Assistant Secretary of State for Energy and Climate Change, 2015; Assistant Secretary of State for Energy and Climate Change, 2015; Assistant Secretary of State for Energy and Climate Change, 2015; Assistant Secretary of State for Energy and Climate Change, 2015; Assistant Secretary of State for Energy and Climate Change, 2015; Assistant Secretary of State for Energy and Climate Change, 2015; Assistant Secretary of State for Energy and Climate Change, 2015; Assistant Secretary of State for Energy"
"List all positions Mahinda Rajapaksa, also known as Percy Mahendra Rajapaksa, held from 2010 to 2018.","Mahinda Rajapaksa (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all employers Peggy Johnson worked for from 2014 to 2020.,"Peggy Johnson (2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all employers Giliano Wijnaldum worked for from 2010 to 2020.,"Giliano Wijnaldum (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all coaches of PFC Ludogorets Razgrad, also known as Professional Football Club Ludogorets 1945 Razgrad, from 2010 to 2020","idrias idrias (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Hilary Benn, also known as Hilary James Wedgwood Benn, held from 2010 to 2016.","Deputy Secretary of State for the Interior 2010–2011; Secretary of State for the Environment 2010–2011; Secretary of State for the Environment 2010–2011; Secretary of State for Environment 2010, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2001, 2016, 2017, 2020, 2020, 2001, 2016, 2017, 2018, 2020, 2020, 2001, 2002, 2004, 2006, 2007; Secretary of State for the Interior (2010, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2020)"
List all political parties Aurore Lalucq was a member of from 2017 to 2020.,"Aurore Lalucq (2017, 2018, 2019, 2020); Aurore Lalucq (2019, 2020)"
"List all sports teams Dinesh Chandimal, also known as Lokuge Dinesh Chandimal, played for from 2010 to 2020.","Lokuge Dinesh Chandimal (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Magid Magid, also known as Magid Mah, held from 2018 to 2020.","Magid Magid (2018, 2019, 2020); Magid Mah (2019, 2020)"
"List all coaches of Club Brugge K.V., also known as Club Brugge, from 2013 to 2020","lvaro lvaro (2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); lvaro lvaro (2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Chris Murphy, also known as Christopher Scott Murphy, held from 2010 to 2020.","Chris Murphy (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all chairpersons of Alberta New Democratic Party, also known as ANDP, from 2010 to 2020","Jeremy S. McKay (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Jeremy S. McKay (2020)"
"List all sports teams Steve Morison, also known as Steven William ""Steve"" Morison, played for from 2010 to 2020.","United States national football team (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); United States national football team (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all coaches of Kisvárda FC, also known as Kisvárda Futball Club, from 2018 to 2020","iel iel (2018, 2019, 2020); iel iel (2019, 2020)"
"List all chairpersons of Young Socialists in the SPD, also known as Jungsozialistinnen und Jungsozialisten in der SPD, from 2010 to 2020","Y.S.P. (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all coaches of Australia national rugby union team, also known as Wallabies, from 2010 to 2020","Darren McGregor (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all chairpersons of Konrad Adenauer Foundation, also known as Konrad-Adenauer-Stiftung, from 2010 to 2020","Chancellor of the University of Heidelberg 2010 2010 2010 2011 2011 2012 2012 2013 2014 2014 2015 2015 2016, 2017, 2018, 2019, 2020"
"List all entities that owned The McDowell News, also known as McDowell News, from 2010 to 2020.","The McDowell News (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); The McDowell News (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); The McDowell News (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all political parties Vlad Voiculescu, also known as Vlad Vasile Voiculescu, was a member of from 2010 to 2020.","Romanian Democratic Party (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Romanian Democratic Party (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions David Mabuza, also known as Mabuza, held from 2010 to 2020.","Deputy Prime Minister (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Minister of State for Health (2020)"
"List all positions Manohar Parrikar, also known as Manohar Gopalkrishna Prabhu Parrikar, held from 2014 to 2017.","Manohar Parrikar (2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all sports teams Greg Van Avermaet played for from 2010 to 2020.,"landia (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); landia (2016, 2017, 2018, 2019, 2020)"
"List all positions Francis Chullikatt, also known as Francis Assisi Chullikatt, held from 2010 to 2020.","Deputy Prime Minister (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Minister of State for Environment and Climate Change (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all chairpersons of World Uyghur Congress, also known as WUC, from 2010 to 2020","Yuri Ghulam, Sukhuna Ghulam, Sukhuna Ghulam, Sukhuna Ghulam, Sukhuna Ghulam, Sukhuna Ghulam, Sukhuna Ghulam, Sukhuna Ghulam, Sukhuna Ghulam, Sukhuna Ghulam, Sukhuna Ghulam, Sukhuna Ghulam, Sukhuna Ghulam, Sukhuna Ghulam, Sukhuna Ghulam, Sukhuna Ghulam, Sukhuna Ghulam, Sukhuna Ghulam, Sukhuna Ghulam, Sukhuna Ghulam, Sukhuna Ghulam, Sukhuna Ghulam, Sukhuna Ghulam, Sukhuna Ghulam, Sukhuna Ghulam, Sukhuna Ghul"
"List all heads of the government of Marinduque, also known as Province of Marinduque, from 2010 to 2020 ","lvaro Marinduque (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); lvaro Marinduque (2020)"
List all sports teams Gentjan Muça played for from 2010 to 2020.,"lvaro lvaro (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); lvaro lvaro (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Xi Jinping, also known as Xi Jìnping, held from 2010 to 2020.","Xi Jinping (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Xi Jinping (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all coaches of NK Rudeš from 2018 to 2020,"NK Rude (2018, 2019, 2020)"
List all entities that owned Sørlandet Line from 2010 to 2020.,"Srlandet Line (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Srlandet Line (2020)"
List all political parties Nasreena Ibrahim was a member of from 2010 to 2017.,"Nasreena Ibrahim (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Vickie Chapman, also known as Vickie Ann Chapman, held from 2018 to 2020.","Deputy Secretary of State (2018, 2019, 2020); Secretary of State (2019, 2020); Secretary of State (2019, 2020); Secretary of State (2019, 2020); Secretary of State (2020)"
"List all coaches of Sporting Gijón, also known as Sporting Gijon, from 2017 to 2020","lvaro Márquez (2017, 2018, 2019, 2020); lvaro Márquez (2019, 2020)"
"List all sports teams MS Dhoni, also known as Mahi, played for from 2010 to 2020.","Mahindra (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Pune City (2019, 2020)"
"List all entities that owned Port of İzmir, also known as Port of Alsancak, from 2010 to 2020.","zmir (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); zmir (2016, 2017, 2018, 2019, 2020)"
List all coaches of FK Borac Banja Luka from 2018 to 2020,"ivota Sopa (2018, 2019, 2020); ivota Sopa (2019, 2020)"
List all coaches of FC Torpedo-MAZ Minsk from 2014 to 2019,"idrias (2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all sports teams Tobin Heath played for from 2010 to 2020.,"United States national football team (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); United States national football team (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Joe Donnelly, also known as Joseph Simon ""Joe"" Donnelly, Sr., held from 2010 to 2019.","Deputy Secretary of State for the Interior 2010–2011; Assistant Secretary of State for the Interior 2010–2011; Assistant Secretary of State for the Environment 2010–2011; Assistant Secretary of State for the Environment 2010–2011; Assistant Secretary of State for Energy and Climate Change 2010–2011; Assistant Secretary of State for Energy and Climate Change (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all employers Fumio Hayashi worked for from 2010 to 2020.,"Fumio Hayashi (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all employers Patrick McGrath, also known as Patrick J. McGrath, worked for from 2010 to 2020.","Patrick McGrath (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Santiago Cazorla, also known as Santiago Cazorla González, played for from 2010 to 2020.","ltimo Olimpiado 2010 (2010, 2011); ltimo Olimpiado 2010 (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all employers Sarafina Nance, also known as S. Nance, worked for from 2012 to 2020."," (2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020);  (2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all employers Aleksandr Kogan, also known as Aleksandr Spectre, worked for from 2011 to 2020.","Aleksandr Kogan (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Tim Cahill, also known as Timothy Filiga Cahill, played for from 2010 to 2020.","United States national football team (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); United States national football team (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Christian Wulff, also known as Christian Wilhelm Walter Wulff, held from 2010 to 2012.","Christian Wilhelm Wulff (2010, 2011, 2012); Christian Wilhelm Wulff (2011, 2012); Christian Wilhelm Wulff (2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
