question,response
"List all coaches of Olympiacos F.C., also known as Olympiacos Piraeus, from 2010 to 2020","2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all coaches of Swansea City A.F.C., also known as Swansea City Association Football Club, from 2016 to 2020","2016 (2016, 2017, 2018, 2019, 2020)"
List all heads of the government of Agglomeration community of Le Havre from 2010 to 2017 ,"2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all educational institutions Lee Hyun-joo, also known as Lee Hyunjoo, attended from 2014 to 2020.","Lee Hyun-joo (2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all coaches of Hellas Verona F.C., also known as Hellas Verona Football Club, from 2018 to 2020"," (2018, 2019, 2020)"
List all employers Julie Bentley worked for from 2012 to 2020.,"Julie Bentley (2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Shawn McKnight, also known as William McKnight, held from 2017 to 2020.","Shawn McKnight (2017, 2018, 2019, 2020)"
List all educational institutions Louise Coldefy attended from 2010 to 2020.,"University of Oxford (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Don Young, also known as Donald Edwin ""Don"" Young, held from 2010 to 2020.","Don Young (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all chairpersons of Deutsche Physikalische Gesellschaft, also known as German Physical Society, from 2010 to 2020","2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"Li, also known as the i paper,st all enti, also known as the i paper,ti, also known as the i paper,es that owned i, also known as the i paper, from 2016 to 2020.","i, also known as the i paper,st all enti, also known as the i paper,ti, also known as the i paper,es that owned i, also known as the i paper, from 2016 to 2020"
List all political parties Assita Kanko was a member of from 2010 to 2020.,"Yokohama City Council (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions John F. Kelly, also known as John Francis Kelly, held from 2017 to 2019.","John F. Kelly (2017, 2018, 2019, 2020)"
"List all sports teams Luke Freeman, also known as Luke Anthony Freeman, played for from 2010 to 2020.","The New York Giants (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all political parties Romeu Zema, also known as Romeu Zema Neto, was a member of from 2010 to 2020.","Romeu Zema (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all entities that owned Viasat from 2010 to 2020.,"2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Marie L. Yovanovitch, also known as Marie Yovanovitch, held from 2010 to 2019.","Marie L. Yovanovitch (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all heads of the government of Odesa, also known as Odessa, from 2010 to 2020 ","аионалн арти (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all employers Rachel Aldred worked for from 2010 to 2020.,"The Royal Ballet (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Edvald Boasson-Hagen, also known as Edvald Boasson Hagen, played for from 2010 to 2020.","2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all political parties Núria de Gispert, also known as Nuria de Gispert, was a member of from 2010 to 2020.","lvaro de Gispert (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all coaches of Debreceni VSC, also known as DVSC, from 2011 to 2020","2011 (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all positions Jan O'Sullivan held from 2010 to 2020.,"Jan O'Sullivan (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all political parties Sandra Jansen was a member of from 2010 to 2020.,"Democrat (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Edward Garnier, also known as Sir Edward Henry Garnier, held from 2010 to 2012.","Edward Garnier (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all sports teams Ross McCormack played for from 2010 to 2020.,"2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all entities that owned South China Morning Post, also known as SCMP, from 2010 to 2020.","The Times Group (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Kevin Phillips, also known as Kevin Mark Phillips, played for from 2010 to 2014.","Kevin Phillips (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Bob Filner, also known as Robert Earl ""Bob"" Filner, held from 2010 to 2013.","Bob Filner (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all educational institutions Filip Petrušev attended from 2016 to 2020.,"Universitas Sofia (2016, 2017, 2018, 2019, 2020)"
List all positions Alexander De Croo held from 2014 to 2020.,"2014, 2015, 2016, 2017, 2018, 2019, 2020"
List all coaches of FC Nitra from 2011 to 2020,"2011 (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all political parties Alison Anderson, also known as Alison Nampitjinpa Anderson, was a member of from 2011 to 2014.","Alison Nampitjinpa Anderson (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all heads of the government of Rhineland-Palatinate, also known as Rheinland-Pfalz, from 2010 to 2020 ","Präsidentschaft (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all employers Cathy L. Lanier, also known as Cathy L Lanier, worked for from 2010 to 2020.","Cathy L. Lanier (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all political parties Teodor Meleșcanu, also known as Teodor Viorel Meleşcanu, was a member of from 2010 to 2019.","Teodor Meleșcanu (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Javier Hernández, also known as Javier Hernández Balcázar, played for from 2010 to 2020.","2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Steve Smith, also known as Steven Peter Devereux Smith, played for from 2010 to 2020.","The New York Giants (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all entities that owned 50Hertz Transmission, also known as 50Hertz Transmission GmbH, from 2010 to 2020.","GE (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all employers Andreas Küttel, also known as Andreas Kuttel, worked for from 2010 to 2020.","Andreas Küttel (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Hirving Lozano, also known as Hirving Lozano Bahena, played for from 2014 to 2020.","2014, 2015, 2016, 2017, 2018, 2019, 2020"
"List all positions Graham Watson, also known as Sir Graham Robert Watson, held from 2010 to 2015.","Graham Watson (2010, 2011, 2012, 2013, 2014, 2015); Graham Watson (2015, 2016, 2017, 2018, 2019, 2020)"
"List all heads of the government of Georgia, also known as Republic of Georgia, from 2012 to 2020 ","2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020"
"List all coaches of FC Erzgebirge Aue, also known as Wismut Aue, from 2010 to 2020","2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all political parties Lucía Sosa was a member of from 2010 to 2020.,"Luca Sosa (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Edgar Davids, also known as Edgar Steven Davids, played for from 2010 to 2014.","2010 (2010, 2011, 2012, 2013, 2014); 2010 (2010, 2011, 2012, 2013, 2014); 2011 (2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all sports teams Petr Čech played for from 2010 to 2019.,"Petr ech (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all chairpersons of Ministry of Science and ICT, also known as MSIT, from 2017 to 2020","2017 (2017, 2018, 2019, 2020)"
List all employers Caroline Uhler worked for from 2011 to 2020.,"Caroline Uhler (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all coaches of KS Kamza, also known as FC Kamza, from 2018 to 2020","KS Kamza (2018, 2019, 2020)"
"List all employers Wishnutama, also known as Wishnutama Kusubandio, worked for from 2010 to 2020.","Wishnutama (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all employers Kevin Anderson, also known as Kevin Bruce Anderson, worked for from 2010 to 2018.","Kevin Anderson (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all entities that owned Houston Rockets, also known as San Diego Rockets, from 2010 to 2020.","Houston Rockets (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Robert Mugabe, also known as Robert Gabriel Mugabe, held from 2010 to 2017.","Robert Mugabe (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all coaches of Stade de Reims, also known as Stade Reims, from 2015 to 2020","2015, 2016, 2017, 2018, 2019, 2020"
"List all sports teams Chris Birchall, also known as Christopher Birchall, played for from 2010 to 2020.","The New Zealand national rugby union team (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Theresa Villiers, also known as Theresa Anne Villiers, held from 2010 to 2016.","Theresa Villiers (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all employers Gregory Fu, also known as Greg Fu, worked for from 2010 to 2020.","Greg Fu (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all positions Noel Dempsey held from 2010 to 2011.,"The New York Times (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Mahinda Rajapaksa, also known as Percy Mahendra Rajapaksa, held from 2010 to 2018.","Mahinda Rajapaksa (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all employers Peggy Johnson worked for from 2014 to 2020.,"Peggy Johnson (2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all employers Giliano Wijnaldum worked for from 2010 to 2020.,"RB Leipzig (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all coaches of PFC Ludogorets Razgrad, also known as Professional Football Club Ludogorets 1945 Razgrad, from 2010 to 2020","2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Hilary Benn, also known as Hilary James Wedgwood Benn, held from 2010 to 2016.","Deputy Prime Minister of the United Kingdom (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all political parties Aurore Lalucq was a member of from 2017 to 2020.,"Aurore Lalucq (2017, 2018, 2019, 2020)"
"List all sports teams Dinesh Chandimal, also known as Lokuge Dinesh Chandimal, played for from 2010 to 2020.","Dinesh Chandimal (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Magid Magid, also known as Magid Mah, held from 2018 to 2020.","The Egyptian National Assembly (2018, 2019, 2020); Egyptian National Assembly (2019, 2020)"
"List all coaches of Club Brugge K.V., also known as Club Brugge, from 2013 to 2020","2013 (2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Chris Murphy, also known as Christopher Scott Murphy, held from 2010 to 2020.","Deputy Secretary of State (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all chairpersons of Alberta New Democratic Party, also known as ANDP, from 2010 to 2020","2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Steve Morison, also known as Steven William ""Steve"" Morison, played for from 2010 to 2020.","The New York Giants (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all coaches of Kisvárda FC, also known as Kisvárda Futball Club, from 2018 to 2020","2018 (2018, 2019, 2020)"
"List all chairpersons of Young Socialists in the SPD, also known as Jungsozialistinnen und Jungsozialisten in der SPD, from 2010 to 2020","2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all coaches of Australia national rugby union team, also known as Wallabies, from 2010 to 2020","2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all chairpersons of Konrad Adenauer Foundation, also known as Konrad-Adenauer-Stiftung, from 2010 to 2020","2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all entities that owned The McDowell News, also known as McDowell News, from 2010 to 2020.","The McDowell News (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all political parties Vlad Voiculescu, also known as Vlad Vasile Voiculescu, was a member of from 2010 to 2020.","Partidul Naţională pentru Drepturile (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions David Mabuza, also known as Mabuza, held from 2010 to 2020.","David Mabuza (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Manohar Parrikar, also known as Manohar Gopalkrishna Prabhu Parrikar, held from 2014 to 2017.","2014, 2015, 2016, 2017, 2018, 2019, 2020"
List all sports teams Greg Van Avermaet played for from 2010 to 2020.,"2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Francis Chullikatt, also known as Francis Assisi Chullikatt, held from 2010 to 2020.","The President of India (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all chairpersons of World Uyghur Congress, also known as WUC, from 2010 to 2020","2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all heads of the government of Marinduque, also known as Province of Marinduque, from 2010 to 2020 ","Gregorio Aquino (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all sports teams Gentjan Muça played for from 2010 to 2020.,"2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Xi Jinping, also known as Xi Jìnping, held from 2010 to 2020.","China (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all coaches of NK Rudeš from 2018 to 2020,"2018 (2018, 2019, 2020); 2018 (2019, 2020)"
List all entities that owned Sørlandet Line from 2010 to 2020.,"2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all political parties Nasreena Ibrahim was a member of from 2010 to 2017.,"AKP (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Vickie Chapman, also known as Vickie Ann Chapman, held from 2018 to 2020.","Vickie Chapman (2018, 2019, 2020)"
"List all coaches of Sporting Gijón, also known as Sporting Gijon, from 2017 to 2020","2017 (2017, 2018, 2019, 2020)"
"List all sports teams MS Dhoni, also known as Mahi, played for from 2010 to 2020.","2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all entities that owned Port of İzmir, also known as Port of Alsancak, from 2010 to 2020.","zmir Port of zmir (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all coaches of FK Borac Banja Luka from 2018 to 2020,"2018 (2018, 2019, 2020); 2018 (2019, 2020)"
List all coaches of FC Torpedo-MAZ Minsk from 2014 to 2019,"2014, 2015, 2016, 2017, 2018, 2019, 2020"
List all sports teams Tobin Heath played for from 2010 to 2020.,"2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Joe Donnelly, also known as Joseph Simon ""Joe"" Donnelly, Sr., held from 2010 to 2019.","Joe Donnelly (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all employers Fumio Hayashi worked for from 2010 to 2020.,"Fumio Hayashi (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all employers Patrick McGrath, also known as Patrick J. McGrath, worked for from 2010 to 2020.","Patrick McGrath (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Santiago Cazorla, also known as Santiago Cazorla González, played for from 2010 to 2020.","Santiago Cazorla (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all employers Sarafina Nance, also known as S. Nance, worked for from 2012 to 2020.","Yokohama City Council (2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all employers Aleksandr Kogan, also known as Aleksandr Spectre, worked for from 2011 to 2020.","Spectre (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Tim Cahill, also known as Timothy Filiga Cahill, played for from 2010 to 2020.","2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Christian Wulff, also known as Christian Wilhelm Walter Wulff, held from 2010 to 2012.","Christian Wilhelm Walter Wulff (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all political parties Marta Andreasen was a member of from 2010 to 2020.,"rebro (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Mohammad Shtayyeh, also known as Dr. Mohammad Shtayyeh, held from 2019 to 2020.","Deputy Minister of Health (2019, 2020)"
"List all sports teams John Guidetti, also known as John Alberto Guidetti, played for from 2010 to 2020.","John Guidetti (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams José Luis Palomino, also known as Jose Luis Palomino, played for from 2010 to 2020.","José Luis Palomino (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all educational institutions Daniel L. Swain, also known as Daniel L Swain, attended from 2010 to 2016.","Daniel L. Swain (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all chairpersons of Ernst & Young, also known as EY, from 2010 to 2020","2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all employers Daniel Diermeier worked for from 2016 to 2020.,"Daniel Diermeier (2016, 2017, 2018, 2019, 2020)"
List all sports teams Anna van der Breggen played for from 2012 to 2020.,"2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020"
"List all sports teams Will Buckley, also known as William Edward ""Will"" Buckley, played for from 2010 to 2020.","Will Buckley (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Dominic Grieve, also known as Dominic Charles Roberts Grieve, held from 2010 to 2020.","Deputy Prime Minister of the United Kingdom (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all coaches of Lidl-Trek, also known as Trek Factory Racing, from 2011 to 2020","2011 (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all chairpersons of Linacre College, also known as Linacre College, Oxford, from 2010 to 2020","2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Pepe Reina, also known as José Manuel Reina Páez, played for from 2010 to 2020.","Pepe Reina (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all employers Heather Cox Richardson worked for from 2010 to 2020.,"Heather Cox Richardson (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all political parties Seiji Maehara was a member of from 2010 to 2020.,"Seiji Maehara (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all heads of the government of Myanmar, also known as Burma, from 2010 to 2020 ","The Yangon National Party (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams David Healy, also known as David Jonathan Healy, played for from 2010 to 2013.","David Healy (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all educational institutions Prince Joseph Wenzel of Liechtenstein, also known as Joseph Wenzel Maximilian Maria Prinz von und zu Liechtenstein, attended from 2010 to 2017.","Prince Joseph Wenzel of Liechtenstein (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all political parties Muriel Ressiguier was a member of from 2012 to 2020.,"FN (2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all sports teams James Forrest played for from 2010 to 2020.,"2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Jimmy Butler, also known as Jimmy Butler III, played for from 2010 to 2020.","The Cleveland Cavaliers (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all coaches of Antalyaspor, also known as Antalyaspor Kulübü, from 2018 to 2020","2018 (2018, 2019, 2020); 2018 (2019, 2020)"
"List all positions Tina Smith, also known as Christine Elizabeth Smith, held from 2015 to 2020.","Deputy Secretary of State (2015, 2016, 2017, 2018, 2019, 2020)"
List all coaches of FC Torpedo Kutaisi from 2014 to 2020,"2014, 2015, 2016, 2017, 2018, 2019, 2020"
"List all coaches of FK Žalgiris Vilnius, also known as Žalgiris Vilnius, from 2014 to 2020","2014, 2015, 2016, 2017, 2018, 2019, 2020"
"List all chairpersons of United Nations General Assembly, also known as UNGA, from 2018 to 2020","The United Nations General Assembly (2018, 2019, 2020)"
"List all entities that owned The Free Lance–Star, also known as Free Lance-Star, from 2010 to 2020.","The Free Lance–Star (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all political parties Elazar Stern was a member of from 2012 to 2020.,"Democrat (2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all sports teams Moussa Sissoko played for from 2010 to 2020.,"2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all political parties Hanne Thürmer was a member of from 2010 to 2020.,"sterreichische Volkspartei (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all sports teams Todd Carney played for from 2010 to 2020.,"2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Mauro Icardi, also known as Mauro Emanuel Icardi, played for from 2012 to 2020.","Mauro Icardi (2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all heads of the government of Bolzano, also known as Bozen, from 2010 to 2020 ","Theodore ""Tony"" Giussani (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Gennaro Gattuso, also known as Gennaro Ivan Gattuso, played for from 2010 to 2013.","2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all coaches of KS Vllaznia Shkodër from 2016 to 2020,"2016 (2016, 2017, 2018, 2019, 2020)"
List all educational institutions Anneloes van Veen attended from 2010 to 2013.,"Anneloes van Veen (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Federico Macheda, also known as Federico ""Kiko"" Macheda, played for from 2010 to 2020.","Federico Macheda (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all political parties Jens Rohde was a member of from 2010 to 2020.,"land Party (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all educational institutions Kelsey Plum, also known as Kelsey Christine Plum, attended from 2010 to 2017.","Kelsey Plum (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all chairpersons of Union rationaliste, also known as Rationalist Union, from 2010 to 2020","Theoretical Union (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all chairpersons of Democratic Convergence of Catalonia, also known as CDC, from 2010 to 2016","CDC (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all political parties Naz Baloch was a member of from 2011 to 2020.,"AKP (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all chairpersons of Brothers of Italy, also known as Fdl, from 2012 to 2020","2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020"
List all political parties Joachim Starbatty was a member of from 2010 to 2020.,"sterreichische Volkspartei (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all employers Rebecca Willett worked for from 2013 to 2020.,"The University of Oxford (2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all positions Kevin Doran held from 2014 to 2020.,"Kevin Doran (2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all coaches of Louisville Cardinals men's basketball, also known as Louisville Cardinals, from 2010 to 2020","2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Anerood Jugnauth, also known as Sir Anerood Jugnauth, held from 2010 to 2017.","The Lord Mayor of London (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all sports teams Jon Dahl Tomasson played for from 2010 to 2011.,"2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all political parties Guillaume Larrivé was a member of from 2010 to 2020.,"FN (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all positions Maxwell Silva held from 2011 to 2020.,"The New York Times (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Ryan Rowland-Smith, also known as Ryan Benjamin Rowland-Smith, played for from 2010 to 2014.","Ryan Rowland-Smith (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all political parties John Longworth was a member of from 2010 to 2020.,"Lib Dem (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Mike Pence, also known as Michael R. Pence, held from 2010 to 2020.","The United States Senate (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all chairpersons of Ministry of Culture, Sports and Tourism, also known as MCST, from 2010 to 2020","2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Bradley Wiggins, also known as Wiggo, played for from 2010 to 2016.","Bradley Wiggins (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all political parties Marian-Jean Marinescu was a member of from 2010 to 2020.,"Partidul Naţională pentru Drepturile Omului (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all heads of the government of Slagelse Municipality from 2010 to 2020 ,"2010 (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all coaches of Olympiakos Nicosia FC from 2016 to 2020,"2016 (2016, 2017, 2018, 2019, 2020)"
"List all educational institutions Sandro Mamukelashvili, also known as Mamu, attended from 2016 to 2020.","Sandro Mamukelashvili (2016, 2017, 2018, 2019, 2020)"
"List all heads of the government of Varese, also known as Varés, from 2010 to 2020 ","Theodore ""Tito"" Giussani (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
