question,response,context
List all entities that owned Kevitsa mine from 2010 to 2020.,Kevitsa mine,"['Kavak (company) Name: Kavak Image Size: 250px Type: Private Industry: E-commerce Key People: Carlos García Ottati (CEO) Products: used cars Founded: 2016 Hq Location City: Mexico City Hq Location Country: Mexico Website: https://www.kavak.com/', 'Kellett K-2 Type: Utility autogyro National Origin: United States Manufacturer: Kellett Autogiro Corporation First Flight: April 24, 1931 Number Built: 16 Name: K-2, K-3, and K-4 Image: File:Kellet K-2 K-3 Autogiro USAF.jpg', 'Keraboss Super K Caption: Keraboss Super K Name: Keraboss Super K Manufacturer: Keraboss cars manufacturing Production: 2011–present Assembly: Athens, Greece, Engine: gasoline:  999\xa0cc Mitsubishi Transmission: Automatic, Semi automatic, 5-speed Wheelbase: 2150 (mm) Length: 3375 (mm) Width: 1560 (mm) Height: 1590 (mm)']"
List all political parties Shlomo Molla was a member of from 2010 to 2020.,Israeli Labour Party,"['2010 Antipolo local elections Election Name: 2010 Antipolo City mayoral election Flag Image: Antipolo City.png Type: presidential Ongoing: no Previous Election: 2007 Antipolo local elections Previous Year: 2007 Next Election: 2013 Antipolo local elections Next Year: 2013 Election Date: May 10, 2010 Nominee1: Danilo ""Nilo"" Leyble Running Mate1: Susana Garcia-Say Party1: Lakas-CMD (2009) Popular Vote1: 120,783 Nominee2: Angelito Gatlabayan Running Mate2: Serafin ""Apin"" Alvaran Party2: Nationalist People\'s Coalition Popular Vote2: 97,061 Title: Mayor Before Election: Danilo ""Nilo"" Leyble (Acting) After Election: Danilo ""Nilo"" Leyble Before Party: Lakas-CMD (2009) After Party: Lakas-CMD (2009)', '2010 Aquino–Binay campaign Committee: NoyBi Logo: Noybi.PNG NoyBi Campaign 2010 Campaign: 2010 Philippine presidential election Candidate: Noynoy Aquino (Liberal Party) Jejomar Binay (PDP–Laban) Status: Won election, May 10, 2010 Fec Date: May 10, 2010 Affiliation: None Headquarters: Parc House Building, EDSA Key People: Francis Escudero Pastor “Boy” Saycon Jose “Peping” Cojuangco Billy Esposo Mikee Cojuangco-Jaworski Maria Montelibano Tingting Cojuangco Robert Jaworski, Jr. Conrado de Quiros', 'Papi Moloto Party: African National Congress Office1: Member of the National Assembly Termstart1: 14 November 2008 Termend1: May 2009 Citizenship: South Africa Death Date: October 8, 2009 Alma Mater: University of Fort Hare']"
"List all employers Ursula Staudinger, also known as Ursula M Staudinger, worked for from 2010 to 2020.",Ursula Staudinger,"['Ursula Staudinger Name: Ursula Staudinger Image: Ursula Staudinger Columbia Aging Center.png Birth Name: Ursula M. Staudinger Birth Date: April 3, 1959 Birth Place: Nuremberg, West Germany Nationality: German Occupation: psychologist Years Active: 1988–present Known For: researcher of aging Education: Friedrich-Alexander-University, Clark University, Free University of Berlin Awards: see details', 'A. E. Hotchner Name: A. E. Hotchner Birth Name: Aaron Edward Hotchner Birth Date: June 28, 1917 Birth Place: St. Louis, Missouri, U.S. Death Date: February 15, 2020 Death Place: Westport, Connecticut, U.S. Education: Washington University in St. Louis (AB, JD) Occupation: Writer Spouse: Geraldine Mavor (m. 1949-1969)   Ursula Robbins (m. 1970-1995)   Virginia Kiser (m. 2003-2020)', 'Ursula Bechtolsheimer-Kipp Name: Ursula Bechtolsheimer-Kipp Birth Name: Ursula Kipp Birth Date: November 1951 (age 73) Occupation: Businesswoman Known For: Chairwoman of Tschuggen Hotel Group Spouse: Wilfried Bechtolsheimer Children: 4']"
"List all sports teams Jari Litmanen, also known as Jari Olavi Litmanen, played for from 2010 to 2011.",Jokipojat Porin ssät,"['Jari Levonen Name: Jari Levonen Image: Jari Levonen.jpg Caption: Jari Levonen in 2013 Birth Date: August 23, 1966 Birth Place: Pori, Finland Height Cm: 177 Weight Kg: 83 Position: Winger Shoots: Left Played For: Jokipojat Porin Ässät Career Start: 1985 Career End: 1999', 'Jari Litmanen Name: Jari Litmanen Image: Jari Litmanen 2015.jpg Caption: Litmanen in 2015 Full Name: Jari Olavi Litmanen Birth Date: February 20, 1971 Birth Place: Lahti, Finland Height: 1.82 m Position: Attacking midfielder Second striker Youthyears1: 1977–1987 Youthclubs1: Reipas Years1: 1987–1990 Clubs1: Reipas Caps1: 86 Goals1: 28 Years2: 1991 Clubs2: HJK Caps2: 27 Goals2: 16 Years3: 1992 Clubs3: MyPa Caps3: 18 Goals3: 7 Years4: 1992–1999 Clubs4: Ajax Caps4: 159 Goals4: 91 Years5: 1999–2001 Clubs5: Barcelona Caps5: 21 Goals5: 3 Years6: 2001–2002 Clubs6: Liverpool Caps6: 26 Goals6: 5 Years7: 2002–2004 Clubs7: Ajax Caps7: 20 Goals7: 5 Years8: 2004 Clubs8: Lahti Caps8: 11 Goals8: 3 Years9: 2005 Clubs9: Hansa Rostock Caps9: 13 Goals9: 1 Years10: 2005–2007 Clubs10: Malmö FF Caps10: 10 Goals10: 3 Years11: 2008 Clubs11: Fulham Caps11: 0 Goals11: 0 Years12: 2008–2010 Clubs12: Lahti Caps12: 40 Goals12: 10 Years13: 2011 Clubs13: HJK Caps13: 18 Goals13: 1 Totalcaps: 449 Totalgoals: 173 Nationalyears1: 1989–2010 Nationalteam1: Finland Nationalcaps1: 137 Nationalgoals1: 32', 'Jarrid Famous Name: Jarrid Famous Position: Power forward / center Height Ft: 6 Height In: 11 Weight Lb: 240 Team: Free agent Birth Date: July 16, 1988 Birth Place: Bronx, New York, U.S. Nationality: American / Lebanese High School: Blessed Sacrament-St. Gabriel (New Rochelle, New York) College: *Westchester CC (2007–2009) *South Florida (2009–2011) Draft Year: 2011 Career Start: 2011 Years1: 2011 Team1: SKP Banska Bystrica Years2: 2011–2012 Team2: Iowa Energy Years3: 2012 Team3: Fort Wayne Mad Ants Years4: 2012 Team4: Meralco Bolts Years5: 2012 Team5: Petron Blaze Boosters Years6: 2012 Team6: Metros de Santiago Years7: 2012–2013 Team7: Los Angeles D-Fenders Years8: 2013 Team8: Iowa Energy Years9: 2013 Team9: Leñeros de Los Mina Years10: 2013–2014 Team10: Tadamon Zouk Years11: 2014–2015 Team11: Iowa Energy Years12: 2015 Team12: Texas Legends Years13: 2015 Team13: GlobalPort Batang Pier Years14: 2015 Team14: Fujian Sturgeons Years15: 2015–2016 Team15: Hekmeh Years16: 2016 Team16: Al-Muharraq Years17: 2016 Team17: Bucaneros de La Guaira Years18: 2016 Team18: Maccabi Haifa Years19: 2017 Team19: Al Naser Dubai Years20: 2017 Team20: Caciques de Humacao Years21: 2017 Team21: Gallitos de Isabela Years22: 2017–2018 Team22: Gimnasia y Esgrima de Comodoro Rivadavia Years23: 2018 Team23: Blackwater Elite Years24: 2018–2019 Team24: Leñadores de Durango Years25: 2019 Team25: Trotamundos B.B.C. Years26: 2019 Team26: Cariduros de Fajardo Years27: 2019 Team27: Astros de Jalisco Years28: 2020–2021 Team28: Club Atlético Peñarol Years29: 2022 Team29: Club Sportivo Capitol Years30: 2023 Team30: NSH Mountain Gold Timika']"
"List all chairpersons of Democratic Left Alliance, also known as SLD, from 2010 to 2020",François Bayrou Francesco Rutelli Ellen Tauscher,"['List of chairpersons of the Party of Democratic Action Post: President Body: the Party of Democratic Action Native Name: Predsjednik Stranke demokratske akcije Insignia: Partido de Acción Democrática.png Image: Bakir Izetbegović (2022-07-06).jpg Imagesize: 200px Incumbent: Bakir Izetbegović Incumbentsince: 25 September 2014 Termlength: Four years, renewable Formation: 26 May 1990 First: Alija Izetbegović Salary: None Website: sda.ba', '2019 Democratic Alliance Federal Council chairpersonship election Election Name: 2019 Democratic Alliance Federal Council chairpersonship election Ongoing: no Previous Year: 2018 Election Date: 20 October 2019 Next Year: Next Image1: Helen Zille DA Rally 2011.jpg Image1 Size: x150px Candidate1: Helen Zille Popular Vote1: Elected Image2: Athol Trollip DA MP.jpg Image2 Size: x150px Candidate2: Athol Trollip Popular Vote2: Not elected Image4: Thomas Walters DA Politician.jpg Image4 Size: x150px Candidate4: Thomas Walters Popular Vote4: Not elected Image5: Mike Waters DA MP.jpg Image5 Size: x150px Candidate5: Mike Waters Popular Vote5: Not elected Title: Chairperson Before Election: James Selfe After Election: Helen Zille', 'Alliance of Democrats (political international) Name: Alliance of Democrats Image: Alliance of Democrats Logo.svg Size: 200px Formation: 2005 Dissolved: 2012 Location: Brussels, Washington, D.C. Region Served: Worldwide Membership: 42 Leader Title: Co-chaired Leader Name: François Bayrou Francesco Rutelli Ellen Tauscher Website: http://www.allianceofdemocrats.org/']"
List all educational institutions Teaira McCowan attended from 2010 to 2019.,American Indian College,"['American Indian College Name: SAGU American Indian College Established: 1957 Type: Private college Religious Affiliation: Assemblies of God President: Dr. Jonathan Gannon Students: 100 City: Phoenix State: Arizona Country: United States Campus: Urban Athletics Affiliations: NCCAA Website: http://www.aicag.edu/ Coor: 33.57756°N, -112.09235°W', 'A.R.L.M. Matriculation Higher Secondary School Name: Arcot Ramaswami Lakshmanaswami Mudaliar Matriculation Higher Secondary School Established: 1981 Type: Co-educational Principal: Uma Maheshwari Students: 2300 City: Cuddalore State: Tamil Nadu Country: India Campus: Urban Colours: Pattens blue and  navy blue', 'Isa Kaita College of Education Name: Isa Kaita College of Education Type: Public Established: 1991 Affiliations: Ahmadu Bello University Provost: Maigari Abdu City: Dutsin-Ma State: Katsina State Country: Nigeria Website: Official website']"
"List all political parties Charles Kauvu Abel, also known as Charles Abel, was a member of from 2010 to 2020.",Democratic Alliance,"['John Abel (politician) Name: John Abel Constituency Mp: Evans Parliament: Australian Predecessor: Allan Mulder Successor: Seat abolished Term Start: 13 December 1975 Term End: 10 November 1977 Birth Date: June 25, 1939 Birth Place: Sydney Death Date: November 19, 2019 Death Place: Noosaville, Queensland Nationality: Australian Spouse: Marilyn Party: Liberal Party of Australia Children: Christopher, Kerrianne Alma Mater: Newington College Occupation: Accountant', 'Luis Alberto Echevarría Name: Luis Alberto ""Berty"" Echevarría Imagesize: 150px Order: Mayor of Aguada Term Start: January 14, 2005 Term End: January 13, 2013 Predecessor: Miguelito Ruíz Successor: Jessie Cortés Ramos Party: New Progressive Party (PNP)', 'Omar Ahmed (South African politician) Party: African National Congress Citizenship: South Africa']"
"List all heads of the government of Qatar, also known as qa, from 2010 to 2020 ",Qatar National Vision 2030,"[""Qatar National Vision 2030 Name: Qatar National Vision 2030 Native Name: رؤية قطر الوطنية 2030 Native Name R: Ru'iyat Al-Qatar Al-Watani 2030 Formed: October 2008 Jurisdiction: Government of Qatar Chief1 Name: Tamim bin Hamad Al Thani Chief1 Position: Emir of Qatar Chief2 Name: Mohammed bin Abdulrahman bin Jassim Al Thani Chief2 Position: Prime Minister of Qatar Website: https://www.gco.gov.qa/en/about-qatar/national-vision2030/ Status: In Progress"", 'Consultative Assembly of Qatar Name: Consultative Assembly of Qatar Native Name: مجلس الشورى القطري Legislature: 51st Session Coa Res: 150px Coa Caption: Emblem of Qatar House Type: Unicameral Leader1 Type: Speaker Leader1: Hassan bin Abdulla Al-Ghanim Election1: 27 October 2021 Leader2 Type: Deputy Speaker Leader2: Hamda bint Hassan Al-Sulaiti Election2: 27 October 2021 Members: 45 Structure1: Shura Council.svg Structure1 Res: 250px Political Groups1: Elected members (30) Appointed members (15) Committees1: Information and Cultural Affairs Committee  Economic and the Financial Affairs Committee  Internal and External Affairs Committee  Legal and Legislative Affairs Committee  Services and the Public Utilities Committee Term Length: 4 years Voting System1: First-past-the-post Last Election1: October 2, 2021 Session Res: 250px Meeting Place: Doha State of Qatar Website: https://www.shura.qa', 'Ministry of Foreign Affairs (Qatar) Agency Name: Qatar Ministry of Foreign Affairs Nativename: وزارة الخارجية Logo Width: 150px Logo Caption: Emblem of Qatar Formed: 1971 Jurisdiction: Government of Qatar Headquarters: Doha Chief1 Name: Mohammed bin Abdulrahman Al Thani Chief1 Position: Minister of Foreign Affairs Website: mofa.gov.qa']"
"List all sports teams Sergio Agüero, also known as Sergio Leonel Agüero del Castillo, played for from 2010 to 2020.",Argentine national football team,"['José Agüero (footballer) Name: José Agüero Fullname: José Agüero Santelices Birth Date: Unknown Birth Place: Cantabria, Spain Death Date: Unknown Position: Midfielder and Forward Years1: 1916–1917 Clubs1: Athletic Club de Madrid Years2: 1917–1922 Clubs2: Racing de Santander Nationalyears1: 1917 Nationalteam1: Madrid Nationalcaps1: 3 Nationalgoals1: 2', 'Sergio Agüero Name: Sergio Agüero Image: Agüero_in_2018.jpg Caption: Agüero with Argentina at the 2018 FIFA World Cup Fullname: Sergio Leonel Agüero del Castillo Birth Date: June 2, 1988 Birth Place: Buenos Aires, Argentina Height: 1.73 m Position: Striker Youthclubs1: Loma Alegre Youthclubs2: Los Primos Youthyears3: 1997–2003 Youthclubs3: Independiente Years1: 2003–2006 Clubs1: Independiente Caps1: 54 Goals1: 23 Years2: 2006–2011 Clubs2: Atlético Madrid Caps2: 175 Goals2: 74 Years3: 2011–2021 Clubs3: Manchester City Caps3: 275 Goals3: 184 Years4: 2021 Clubs4: Barcelona Caps4: 4 Goals4: 1 Totalcaps: 508 Totalgoals: 282 Nationalyears1: 2004 Nationalteam1: Argentina U17 Nationalcaps1: 5 Nationalgoals1: 3 Nationalyears2: 2005–2007 Nationalteam2: Argentina U20 Nationalcaps2: 11 Nationalgoals2: 6 Nationalyears3: 2008 Nationalteam3: Argentina U23 Nationalcaps3: 5 Nationalgoals3: 2 Nationalyears4: 2006–2021 Nationalteam4: Argentina Nationalcaps4: 101 Nationalgoals4: 41', 'Sergio Castillo (footballer) Name: Sergio Castillo Fullname: Sergio Rogelio Castillo Arce Birth Date: September 26, 1970 Birth Place: Libertador General San Martín, Argentina Position: Midfielder Years1: 1986–1990 Clubs1: Atlético Ledesma Years2: 1993–1994 Clubs2: Talleres Córdoba Years3: 1995–1996 Clubs3: Guabirá Years4: 1997 Clubs4: The Strongest Years5: 1998–1999 Clubs5: Oriente Petrolero Years6: 2000–2001 Clubs6: Guabirá Years7: 2001–2002 Clubs7: The Strongest Years8: 2003 Clubs8: Guabirá Years9: 2004–2005 Clubs9: Wilstermann Nationalyears1: 1996–2001 Nationalteam1: Bolivia Nationalcaps1: 34 Nationalgoals1: 0 Club-Update: 17 June 2016 Ntupdate: 17 June 2016']"
List all sports teams Fabio Borini played for from 2010 to 2020.,Serie A,"['Fabio Borini Name: Fabio Borini Image: FabioBoriniMilan (cropped).jpg Caption: Borini playing for AC Milan in 2017 Full Name: Fabio Borini Birth Date: March 29, 1991 Birth Place: Bentivoglio, Italy Height: 1.80 m Position: Attacking midfielder, left winger, forward Currentclub: Sampdoria Clubnumber: 16 Youthyears1: 2001–2007 Youthclubs1: Bologna Youthyears2: 2007–2009 Youthclubs2: Chelsea Years1: 2009–2011 Clubs1: Chelsea Caps1: 4 Goals1: 0 Years2: 2011 Clubs2: → Swansea City (loan) Caps2: 9 Goals2: 6 Years3: 2011–2012 Clubs3: Parma Caps3: 0 Goals3: 0 Years4: 2011–2012 Clubs4: → Roma (loan) Caps4: 24 Goals4: 9 Years5: 2012–2015 Clubs5: Liverpool Caps5: 25 Goals5: 2 Years6: 2013–2014 Clubs6: → Sunderland (loan) Caps6: 32 Goals6: 7 Years7: 2015–2018 Clubs7: Sunderland Caps7: 50 Goals7: 7 Years8: 2017–2018 Clubs8: → AC Milan (loan) Caps8: 29 Goals8: 2 Years9: 2018–2020 Clubs9: AC Milan Caps9: 22 Goals9: 2 Years10: 2020 Clubs10: Hellas Verona Caps10: 14 Goals10: 3 Years11: 2020–2023 Clubs11: Fatih Karagümrük Caps11: 71 Goals11: 31 Years12: 2023– Clubs12: Sampdoria Caps12: 13 Goals12: 5 Nationalyears1: 2008–2009 Nationalteam1: Italy U17 Nationalcaps1: 7 Nationalgoals1: 1 Nationalyears2: 2009–2010 Nationalteam2: Italy U19 Nationalcaps2: 5 Nationalgoals2: 3 Nationalyears3: 2009–2013 Nationalteam3: Italy U21 Nationalcaps3: 18 Nationalgoals3: 6 Nationalyears4: 2012 Nationalteam4: Italy Nationalcaps4: 1 Nationalgoals4: 0 Club-Update: 10 January 2024', '2010–11 CA Bordj Bou Arreridj season Club: CA Bordj Bou Arréridj Season: 2010–11 Manager: Kamel Mouassa (until 30 October 2010) Ladislas Lozano (from 21 January 2011) Mgrtitle: Head coach Stadium: Stade 20 Août 1955 League: Ligue 1 League Result: 15th Cup1: Algerian Cup Cup1 Result: Round of 32 League Topscorer: Samir Bentayeb (4) Season Topscorer: Samir Bentayeb (4) Prevseason: 2009–10 Nextseason: 2011–12', 'Alfredo Bordonali Name: Alfredo Bordonali Birth Date: December 4, 1919 Birth Place: Palermo, Kingdom of Italy Position: Midfielder Years1: 1946–1947 Clubs1: Roma Caps1: 4 Goals1: 0 Years2: 1950–1952 Clubs2: Colleferro']"
"List all entities that owned Havas, also known as Havas Group, from 2010 to 2020.",Havas Creative,"['Havas Name: Havas SA Type: Subsidiary Foundation: (1968 – 2000) (as Havas Conseil) (2002) (as Havas Group) Location: Paris, France Founders: Alain de Pouzilhac  Jacques Herai Key People: Vincent Bolloré, (Chairman)  Jacques Séguéla, (vice chairman)  Yannick Bolloré, (CEO)  Marian Salzman (CEO of Havas PR North America) Industry: Business Services Products: Advertising, marketing, media Revenue: ▲€1.441\xa0billion (2009) Net Income: ▲€92\xa0million (2009) Parent: Vivendi Divisions: Havas Media Group Havas Creative Group Havas Health & You Num Employees: 17,500 Homepage: http://www.havasgroup.com/', 'Havas Creative Name: Havas Creative Logo: Havascreative B&W.png Type: Subsidiary Foundation: 1991 Location: New York City (HQ), 316 Offices worldwide Key People: Yannick Bolloré, Global CEO Industry: Advertising Products: Advertising & Marketing Num Employees: 11,000 Parent: Havas', 'Havasu (album) Name: Havasu Type: studio Artist: Pedro the Lion Cover: Havasu (album).jpg Released: January 20, 2022 Label: Polyvinyl Producer: Andy D. Park · David Bazan Prev Title: Phoenix Prev Year: 2019']"
"List all political parties Roberta Anastase, also known as Roberta Alma Anastase, was a member of from 2010 to 2020.",Democratic,"['Roberta Anastase Name: Roberta Anastase Image: Roberta Anastase.jpg Office: President of the Chamber of Deputies of Romania Term Start: 19 December 2008 Term End: 3 July 2012 Predecessor: Bogdan Olteanu Successor: Valeriu Zgonea Constituency: Prahova Birth Date: March 27, 1976 Birth Place: Socialist Republic of Romania Party: Democratic Liberal Party (PDL) Alma Mater: University of Bucharest', ""Roberta Alenius Name: Roberta Alenius Office2: Chief Communications Officer at the Prime Minister's Office Primeminister2: Fredrik Reinfeldt Term Start2: 29 January 2010 Term End2: 3 October 2014 Predecessor2: Niclas Bengtsson Successor2: Odd Guteland Birthname: Roberta Runa Enrica Alenius Birth Date: July 29, 1978 Birth Place: Stockholm, Sweden Party: Moderate Party Children: 1 Partner: Fredrik Reinfeldt (2015–2022)"", 'Roberta Beavers Name: Roberta B. Beavers Office: Member of the Maine House of Representatives Term Start: December 2010 Term End: December 2016 Party: Democratic Birth Date: May 6, 1942 Birth Place: Shelton, Washington, U.S. Alma Mater: Rutgers University Lehigh University Montclair State University Residence: South Berwick, Maine, U.S.']"
List all educational institutions Evelyn Akhator attended from 2013 to 2017.,Aksu Science High School,"['Akhtar Hossain Choudhury Memorial Degree College Name: Akhtar Hossain Choudhury Memorial Degree College Native Name: আখতার হোসেন চৌধুরী মেমোরিয়াল ডিগ্রী কলেজ Other Name: AHCMC Principal: Gazi Bazlur Rhaman Academic Staff: 35 Total Staff: 60 Students: about 2000 Address: Mirzaganj City: Patuakhali Country: 🇧🇩 Bangladesh Language: Bangla', 'Al Akhawayn University Name: Al Akhawayn University Image Name: Al Akhawayn University Logo.png Image Size: 200px Native Name: جامعة الأخوين Native Name Lang: ar Established: January 16, 1995 Chancellor: Abdellatif Jouahri President: Amine Bensaid Type: Tuition-based public university Students: 2137 (as of Fall 2016) City: Ifran Country: Morocco Coor: 33.53925°N, -5.10555°W Colors: Green and white Affiliations: Global Liberal Arts Alliance Website: www.aui.ma', 'Aksu Science High School Name: Aksu Science High School Established: 1940 Type: Public Head Name: Principal Head: Mustafa KÖSEOĞLU City: Antalya Country: Turkey Coordinates: 36.95045°N, 30.84806°W Homepage: https://aksufenlisesi.meb.k12.tr/']"
"List all sports teams Chris Lewington, also known as Christopher John Lewington, played for from 2010 to 2020.",Washington Capitals,"['Chris Lewington Name: Chris Lewington Fullname: Christopher John Lewington Birth Date: August 23, 1988 Birth Place: Sidcup, England Height: 1.88m Position: Goalkeeper Youthyears1: 1999–2002 Youthclubs1: Charlton Athletic Years1: 2005–2006 Clubs1: Erith & Belvedere Years2: 2006–2007 Clubs2: Dulwich Hamlet Caps2: 8 Goals2: 0 Years3: 2006 Clubs3: → Beckenham Town (dual-reg) Caps3: 2 Goals3: 0 Years4: 2007–2008 Clubs4: Fisher Athletic Years5: 2007–2008 Clubs5: → Sittingbourne (loan) Years6: 2008–2009 Clubs6: Leatherhead Caps6: 27 Goals6: 0 Years7: 2009–2014 Clubs7: Dagenham & Redbridge Caps7: 127 Goals7: 0 Years8: 2014–2015 Clubs8: Colchester United Caps8: 1 Goals8: 0 Years9: 2015–2016 Clubs9: Margate Caps9: 23 Goals9: 0 Years10: 2016–2017 Clubs10: Welling United Caps10: 33 Goals10: 0 Years11: 2017–2019 Clubs11: Dover Athletic Caps11: 0 Goals11: 0 Years12: 2019 Clubs12: Weymouth Caps12: 1 Goals12: 0 Years13: 2019–2021 Clubs13: Maidstone United Caps13: 31 Goals13: 0 Years14: 2021–2023 Clubs14: Cray Valley Paper Mills Caps14: 72 Goals14: 0 Years15: 2023 Clubs15: Dartford Caps15: 0 Goals15: 0 Club-Update: 17:10, 17 November 2023 (UTC)', 'Tyler Lewington Name: Tyler Lewington Birth Date: December 5, 1994 Birth Place: Edmonton, Alberta, Canada Height Ft: 6 Height In: 2 Weight Lbs: 202 Position: Defence Shoots: Right League: ICEHL Team: EC Red Bull Salzburg Former Teams: Washington Capitals Nashville Predators Boston Bruins Draft: 204th overall Draft Year: 2013 Draft Team: Washington Capitals Career Start: 2015', 'Steven Lewington Name: Steven Lewington Image: Steven Lewington in 2007.jpg Birth Name: Steven Paul Lewingston Caption: Lewington in Hodgenville, Kentucky in February 2007 Names: Bronson DJ Gabriel Gabriel Jack Gabriel Mr. FCW Steve Lewington Steve Sonic Height: 5ft 8in Weight: 174 lb Birth Date: February 25, 1983 Birth Place: Wokingham, Berkshire, England Billed: Wokingham, Berkshire, England Preston, England Debut: 2004 Retired: 2010']"
List all coaches of Malmö FF Herr from 2014 to 2020,rjan Johansson,"['2022 Malmö FF season Club: Malmö FF Season: 2022 Chairman: Anders Pålsson Mgrtitle: Head coach Manager: Miloš Milojević (until 29 July) Andreas Georgson (between 29 July and 6 September) Åge Hareide (from 6 September) Stadium: Eleda Stadion League: Allsvenskan League Result: 7th Cup1: 2021–22 Svenska Cupen Cup1 Result: Winners Cup2: 2022–23 Svenska Cupen Cup2 Result: Quarter-final Cup3: 2022–23 UEFA Champions League Cup3 Result: Second qualifying round Cup4: 2022–23 UEFA Europa League Cup4 Result: Group stage League Topscorer: Isaac Kiese Thelin (12) Season Topscorer: Isaac Kiese Thelin (17) Highest Attendance: 20,231 (27 June vs Helsingborg, Allsvenskan) Average Attendance: 17,410 Pattern La1: _malmo22h Pattern B1: _malmo22h Pattern Ra1: _malmo22h Leftarm1: 77BBFF Body1: 77BBFF Rightarm1: 77BBFF Shorts1: FFFFFF Socks1: 77BBFF Pattern La2: _alsadd2021h Pattern B2: _malmo22a Pattern Ra2: _alsadd2021h Pattern Sh2: _pumaliga2122w Leftarm2: FFFFFF Body2: FFFFFF Rightarm2: FFFFFF Shorts2: FFFFFF Socks2: FFFFFF Pattern La3: _malmo22e Pattern B3: _malmo22e Pattern Ra3: _malmo22e Pattern Sh3: _malmo22e Pattern So3: _malmo22e Leftarm3: 313444 Body3: 313444 Rightarm3: 313444 Shorts3: 313444 Socks3: 313444 Prevseason: 2021 Nextseason: 2023', 'Malmö FF (women) Nickname: Di blåe (Scanian: The Blue Ones)  Himmelsblått (Sky Blue) Ground: Malmö Stadion, Malmö Capacity: 26,500 Clubname: Malmö FF Image Size: 150px Fullname: Malmö Fotbollförening Short Name: MFF Founded: as Malmö FF Dam  as Malmö FF Chrtitle: President Chairman: Anders Pålsson Mgrtitle: Head coach Manager: Maxim Khalil League: Elitettan Season: 2023 Position: Division 1 Södra, 1st of 14 (promoted) Website: http://www.mff.se/ Pattern B1: _malmo19h Pattern La1: _malmo19h Pattern Ra1: _malmo19h Pattern Sh1: _malmo19h Pattern So1: _malmo19h Leftarm1: 81c0ff Rightarm1: 81c0ff Shorts1: ffffff Socks1: 81c0ff Pattern La2: _malmo19a Pattern B2: _malmo19a Pattern Ra2: _malmo19a Pattern Sh2: _malmo19a Pattern So2: _malmo19a Body2: 000000 Leftarm2: 000000 Rightarm2: 000000 Shorts2: 000060 Socks2: 000060 Pattern La3: _malmo19t Pattern B3: _malmo19t Pattern Ra3: _malmo19t Pattern Sh3: _malmo19t Pattern So3: _malmo19t Body3: 000000 Leftarm3: 000000 Rightarm3: 000000 Shorts3: 91073f Socks3: 91073f', '1922–23 Malmö FF season Club: Malmö FF Season: 1922-23 Manager: 🇸🇪 Hans Ruff Chairman: 🇸🇪 Fritz Landgren Stadium: Malmö IP League: Division 1 Svenska Serien Västra League Result: 6th League Topscorer: Emil Gudmundsson (3) Pattern B1: _malmoold Leftarm1: 6A9AFC Body1: 6A9AFC Rightarm1: 6A9AFC Shorts1: FFFFFF Socks1: 6A9AFC Prevseason: 1920–21 Nextseason: 1923–24']"
"List all chairpersons of PEN International, also known as PEN, from 2010 to 2020",Burhan Sönmez,"['PEN International Name: PEN International Image: Pen international.svg Formation: 1921 Type: NGO Purpose: Promote literature and defend freedom of expression worldwide. Headquarters: London Region Served: International Leader Title: President Leader Name: Burhan Sönmez Website: www.pen-international.org', ""PEN Center USA Name: PEN Center USA Image: PEN Center USA Official Logo.jpg Alt: The letters PEN CENTER USA placed vertically to each other Caption: A Human Rights & Literary Arts Organization Msize: 200px Malt: World map Mcaption: zone of influence Abbreviation: EA Formation: 1943 Type: Non-profit, Literary society, Human Rights Campaigning Status: Association Purpose: Advocacy, Programs, Events Headquarters: London, UK Location: Los Angeles, California Region Served: Western Half of USA Language: English Leader Title: Executive Director Leader Name: Michelle Franke Key People: Board of Directors Main Organ: PEN America Parent Organization: International PEN Website: penusa.org Remarks: PEN Center USA was a branch of PEN International, the world's leading international literary and human rights organization. PEN Center USA operated in the western United States, and officially unified under the PEN America banner as the Los Angeles office on March 1, 2018. Former Name: PEN Center USA"", 'Pen Studios Name: Popular Entertainment Network (PEN) India Ltd Logo: PEN STUDIO LOGO.jpg Type: Private Owner: Jayantilal Gada Foundation: March 31, 1987 Location City: Mumbai, Maharashtra Founder: Jayantilal Gada Key People: Jayantilal Gada Dhaval Jayantilal Gada Aksshay Jayantilal Gada Kushal Kantilal Gada Location Country: India Services: Film production Film distribution Products: Films, music Industry: Entertainment Homepage: https://penstudios.in/']"
